Faculty,Department,UTME_Score,Post_UTME_Score,Aggregate,Cutoff,Olevel_Valid,olevel_avg_points,admitted_numeric
Clinical Sciences,Radiography,306,9,59.25,72.525,1,2.4,0
Clinical Sciences,Physiotherapy,354,7,66.05,73.75,1,2.96,0
Social Sciences,Economics,293,7,56.83,69.95,1,2.64,0
Environmental Sciences,Building,326,30,85.95,50.0,1,3.04,2
Clinical Sciences,Radiography,147,18,49.58,72.525,1,2.64,0
Dental Sciences,Dentistry,386,12,74.25,77.4,1,2.8,1
Clinical Sciences,Radiography,228,16,59.3,72.525,1,2.96,1
Science,Industrial Mathematics,190,12,50.55,50.0,1,2.96,0
Engineering,Metallurgical & Material Engineering,160,6,40.8,50.0,1,2.96,0
Science,Microbiology,258,26,71.45,50.0,1,2.64,2
Pharmacy,Pharmacy,194,16,54.25,76.125,1,2.8,0
Basic Medical Sciences,Medical Laboratory Science,273,24,72.92,74.675,1,2.96,1
Engineering,Civil & Environmental Engineering,306,21,74.45,50.0,1,3.04,2
Environmental Sciences,Architecture,247,12,58.88,50.0,1,3.2,2
Basic Medical Sciences,Medical Laboratory Science,208,3,45.8,74.675,1,3.36,0
Social Sciences,Sociology,388,17,78.7,66.15,1,2.64,2
Pharmacy,Pharmacy,176,27,63.0,76.125,1,2.8,0
Dental Sciences,Dentistry,365,20,79.22,77.4,1,2.72,2
Clinical Sciences,Nursing,288,10,62.8,70.875,1,3.36,0
Clinical Sciences,Medicine and Surgery,255,24,72.67,80.8,1,3.36,1
Environmental Sciences,Estate Management,183,15,55.08,50.0,1,3.44,0
Law,Law,156,29,64.5,68.65,1,3.2,0
Dental Sciences,Dentistry,162,11,45.65,77.4,1,2.88,0
Arts,History & Strategic Studies,174,12,47.35,68.6,1,2.72,0
Science,Marine Biology,372,7,70.7,50.0,1,3.44,0
Social Sciences,Economics,313,16,71.12,69.95,1,3.2,2
Clinical Sciences,Physiotherapy,304,11,64.6,73.75,1,3.12,0
Basic Medical Sciences,Physiology,177,16,53.33,71.55,1,3.04,0
Clinical Sciences,Physiotherapy,314,11,65.05,73.75,1,2.96,0
Education,Education Physics,164,26,61.3,50.0,1,2.96,0
Clinical Sciences,Medicine and Surgery,378,26,85.25,80.8,1,2.4,2
Law,Law,377,2,61.92,68.65,1,2.56,0
Arts,Linguistic Igbo/Yoruba,182,1,38.95,61.175,1,3.04,0
Management Sciences,Business Administration,334,29,83.95,68.65,1,2.64,2
Law,Law,244,12,59.7,68.65,1,3.44,1
Science,Computer Science,336,12,68.8,71.75,1,2.96,1
Education,Education Economics,361,21,79.72,50.0,1,2.72,2
Arts,French,191,29,69.28,66.55,1,3.28,0
Pharmacy,Pharmacy,195,23,62.98,76.125,1,3.12,0
Clinical Sciences,Physiotherapy,256,22,69.2,73.75,1,3.04,1
Engineering,Electrical & Electronics Engineering,350,19,78.75,50.0,1,3.2,2
Law,Law,151,13,48.67,68.65,1,3.36,0
Education,Education Islamic Religious Studies,400,6,69.2,50.0,1,2.64,0
Law,Law,188,20,55.1,68.65,1,2.32,0
Basic Medical Sciences,Pharmacology,165,8,43.83,72.625,1,3.04,0
Environmental Sciences,Urban & Regional Planning,389,3,62.42,50.0,1,2.16,0
Science,Geophysics,196,10,46.9,50.0,1,2.48,0
Management Sciences,IRPM,300,12,65.5,50.0,1,3.2,2
Law,Law,274,8,53.85,68.65,1,2.32,0
Pharmacy,Pharmacy,357,27,87.62,76.125,1,3.2,2
Dental Sciences,Dentistry,321,13,67.53,77.4,1,2.88,1
Law,Law,182,16,53.95,68.65,1,3.04,0
Engineering,Systems Engineering,199,18,58.48,50.0,1,3.12,0
Clinical Sciences,Radiography,399,9,73.67,72.525,1,2.96,0
Dental Sciences,Dentistry,379,28,89.78,77.4,1,2.88,2
Law,Law,275,6,54.38,68.65,1,2.8,0
Clinical Sciences,Radiography,143,28,61.48,72.525,1,3.12,0
Law,Law,313,28,81.53,68.65,1,2.88,2
Science,Geophysics,245,1,46.42,50.0,1,2.96,0
Environmental Sciences,Urban & Regional Planning,297,3,55.33,50.0,1,3.04,0
Environmental Sciences,Urban & Regional Planning,146,23,54.05,50.0,1,2.56,0
Science,Statistics,268,29,78.5,50.0,1,3.2,2
Clinical Sciences,Nursing,302,15,67.55,70.875,1,2.96,1
Engineering,Biomedical Engineering,247,27,71.47,50.0,1,2.72,2
Social Sciences,Mass Communication,159,6,40.67,72.35,1,2.96,0
Social Sciences,Psychology,397,19,86.22,67.4,1,3.52,2
Engineering,Chemical & Petroleum Engineering,288,27,78.6,50.0,1,3.12,2
Clinical Sciences,Nursing,150,6,37.95,70.875,1,2.64,0
Arts,Creative Arts,196,11,51.1,67.05,1,3.12,0
Social Sciences,Economics,192,26,64.8,69.95,1,2.96,0
Dental Sciences,Dentistry,142,18,49.75,77.4,1,2.8,0
Law,Law,220,30,72.3,68.65,1,2.96,2
Arts,English,239,14,57.48,68.175,1,2.72,1
Dental Sciences,Dentistry,287,24,78.28,77.4,1,3.68,2
Management Sciences,Business Administration,282,22,72.05,68.65,1,2.96,2
Law,Law,381,9,69.83,68.65,1,2.64,0
Engineering,Metallurgical & Material Engineering,385,25,88.72,50.0,1,3.12,2
Clinical Sciences,Nursing,246,3,49.35,70.875,1,3.12,0
Social Sciences,Political Science,193,2,37.73,68.6,1,2.32,0
Environmental Sciences,Urban & Regional Planning,150,4,35.95,50.0,1,2.64,0
Clinical Sciences,Radiography,177,13,51.12,72.525,1,3.2,0
Management Sciences,Business Administration,252,9,54.9,68.65,1,2.88,0
Science,Industrial Mathematics,188,12,49.5,50.0,1,2.8,0
Management Sciences,Insurance,211,21,64.17,67.125,1,3.36,1
Dental Sciences,Dentistry,339,13,72.17,77.4,1,3.36,1
Science,Botany,166,30,65.55,50.0,1,2.96,0
Arts,Christian Religious Studies,255,12,59.88,61.625,1,3.2,1
Dental Sciences,Dentistry,323,2,57.17,77.4,1,2.96,0
Pharmacy,Pharmacy,237,2,47.62,76.125,1,3.2,0
Clinical Sciences,Nursing,146,3,38.45,70.875,1,3.44,0
Environmental Sciences,Architecture,152,30,65.8,50.0,1,3.36,0
Social Sciences,Psychology,165,17,54.02,67.4,1,3.28,0
Education,Educational Administration,204,25,64.9,50.0,1,2.88,2
Basic Medical Sciences,Medical Laboratory Science,366,14,76.55,74.675,1,3.36,2
Pharmacy,Pharmacy,390,27,91.75,76.125,1,3.2,2
Clinical Sciences,Physiotherapy,256,17,63.8,73.75,1,2.96,1
Environmental Sciences,Urban & Regional Planning,191,29,68.47,50.0,1,3.12,0
Science,Zoology,191,3,41.27,50.0,1,2.88,0
Social Sciences,Sociology,178,20,56.25,66.15,1,2.8,0
Dental Sciences,Dentistry,388,18,84.9,77.4,1,3.68,2
Science,Botany,170,2,39.25,50.0,1,3.2,0
Arts,Philosophy,212,11,54.3,67.4,1,3.36,0
Dental Sciences,Dentistry,238,12,56.15,77.4,1,2.88,1
Education,Education Yoruba,293,15,68.83,50.0,1,3.44,2
Dental Sciences,Dentistry,230,12,55.95,77.4,1,3.04,1
Science,Zoology,204,29,72.9,50.0,1,3.68,2
Dental Sciences,Dentistry,280,6,55.0,77.4,1,2.8,0
Basic Medical Sciences,Medical Laboratory Science,208,9,51.8,74.675,1,3.36,0
Education,Technology Education,182,3,42.15,50.0,1,3.28,0
Engineering,Electrical & Electronics Engineering,168,22,57.4,50.0,1,2.88,0
Education,Adult Education,274,2,52.65,50.0,1,3.28,0
Environmental Sciences,Urban & Regional Planning,209,25,63.52,50.0,1,2.48,2
Science,Computer Science,381,23,83.03,71.75,1,2.48,2
Clinical Sciences,Nursing,248,24,71.8,70.875,1,3.36,2
Engineering,Electrical & Electronics Engineering,368,5,64.2,50.0,1,2.64,0
Management Sciences,Actuarial Science,263,21,70.28,61.875,1,3.28,2
Basic Medical Sciences,Pharmacology,216,9,53.6,72.625,1,3.52,0
Basic Medical Sciences,Physiology,332,9,63.7,71.55,1,2.64,0
Basic Medical Sciences,Pharmacology,198,29,72.95,72.625,1,3.84,0
Management Sciences,Insurance,303,26,79.08,67.125,1,3.04,2
Management Sciences,Actuarial Science,256,26,75.6,61.875,1,3.52,2
Arts,Linguistic Igbo/Yoruba,346,13,70.65,61.175,1,2.88,2
Dental Sciences,Dentistry,228,11,52.3,77.4,1,2.56,0
Engineering,Computer Engineering,377,26,87.53,50.0,1,2.88,2
Clinical Sciences,Medicine and Surgery,288,24,72.4,80.8,1,2.48,1
Dental Sciences,Dentistry,216,16,61.0,77.4,1,3.6,1
Engineering,Systems Engineering,153,0,35.12,50.0,1,3.2,0
Clinical Sciences,Nursing,224,28,67.6,70.875,1,2.32,1
Environmental Sciences,Urban & Regional Planning,295,8,58.48,50.0,1,2.72,0
Engineering,Biomedical Engineering,266,25,75.05,50.0,1,3.36,2
Management Sciences,IRPM,395,0,64.97,50.0,1,3.12,0
Social Sciences,Political Science,197,5,44.02,68.6,1,2.88,0
Environmental Sciences,Quantity Surveying,271,6,55.88,50.0,1,3.2,0
Dental Sciences,Dentistry,180,0,36.5,77.4,1,2.8,0
Basic Medical Sciences,Physiology,225,27,72.72,71.55,1,3.52,2
Law,Law,280,13,63.2,68.65,1,3.04,1
Education,Education Economics,256,30,78.0,50.0,1,3.2,2
Pharmacy,Pharmacy,269,25,74.22,76.125,1,3.12,1
Environmental Sciences,Urban & Regional Planning,185,24,59.92,50.0,1,2.56,0
Arts,Islamic Religious Studies,226,15,59.25,60.225,1,3.2,1
Engineering,Civil & Environmental Engineering,347,10,67.78,50.0,1,2.88,0
Dental Sciences,Dentistry,375,2,64.08,77.4,1,3.04,0
Dental Sciences,Dentistry,247,6,54.48,77.4,1,3.52,0
Management Sciences,Actuarial Science,174,21,57.15,61.875,1,2.88,0
Social Sciences,Political Science,349,18,76.42,68.6,1,2.96,2
Social Sciences,Geography,310,30,86.35,50.0,1,3.52,2
Basic Medical Sciences,Pharmacology,325,28,83.83,72.625,1,3.04,2
Law,Law,281,19,70.53,68.65,1,3.28,2
Basic Medical Sciences,Medical Laboratory Science,376,2,63.4,74.675,1,2.88,0
Education,Early Childhood Education,163,11,44.98,50.0,1,2.72,0
Basic Medical Sciences,Medical Laboratory Science,281,26,76.72,74.675,1,3.12,2
Engineering,Surveying & Geoinformatics Engineering,152,21,50.8,50.0,1,2.16,0
Dental Sciences,Dentistry,391,22,87.28,77.4,1,3.28,2
Basic Medical Sciences,Physiology,358,15,77.35,71.55,1,3.52,2
Basic Medical Sciences,Pharmacology,264,15,64.8,72.625,1,3.36,1
Pharmacy,Pharmacy,397,21,87.83,76.125,1,3.44,2
Social Sciences,Political Science,342,0,57.55,68.6,1,2.96,0
Environmental Sciences,Estate Management,146,2,33.45,50.0,1,2.64,0
Pharmacy,Pharmacy,258,0,49.45,76.125,1,3.44,0
Engineering,Chemical & Petroleum Engineering,158,15,51.15,50.0,1,3.28,0
Engineering,Electrical & Electronics Engineering,380,12,75.1,50.0,1,3.12,2
Science,Geophysics,237,9,52.23,50.0,1,2.72,0
Education,Education Physics,207,3,45.67,50.0,1,3.36,0
Arts,Chinese,252,8,55.9,66.7,1,3.28,0
Clinical Sciences,Medicine and Surgery,261,30,80.62,80.8,1,3.6,1
Management Sciences,IRPM,262,9,56.15,50.0,1,2.88,0
Arts,Philosophy,164,14,49.7,67.4,1,3.04,0
Dental Sciences,Dentistry,152,21,54.8,77.4,1,2.96,0
Science,Computer Science,143,25,59.27,71.75,1,3.28,0
Arts,History & Strategic Studies,311,0,54.88,68.6,1,3.2,0
Environmental Sciences,Building,170,3,39.85,50.0,1,3.12,0
Pharmacy,Pharmacy,333,15,70.62,76.125,1,2.8,1
Basic Medical Sciences,Pharmacology,335,28,87.08,72.625,1,3.44,2
Science,Geology,153,15,48.12,50.0,1,2.8,0
Pharmacy,Pharmacy,336,7,64.6,76.125,1,3.12,0
Engineering,Biomedical Engineering,253,22,70.03,50.0,1,3.28,2
Science,Chemistry,293,26,75.83,50.0,1,2.64,2
Education,Education Mathematics,212,13,57.9,50.0,1,3.68,2
Environmental Sciences,Quantity Surveying,192,13,51.8,50.0,1,2.96,0
Management Sciences,Accounting,200,14,53.8,74.1,1,2.96,1
Dental Sciences,Dentistry,336,6,63.2,77.4,1,3.04,0
Basic Medical Sciences,Medical Laboratory Science,388,18,80.1,74.675,1,2.72,2
Pharmacy,Pharmacy,154,17,50.65,76.125,1,2.88,0
Social Sciences,Political Science,159,20,53.48,68.6,1,2.72,0
Arts,Islamic Religious Studies,294,30,81.55,60.225,1,2.96,2
Social Sciences,Sociology,180,20,56.9,66.15,1,2.88,0
Dental Sciences,Dentistry,150,11,46.15,77.4,1,3.28,0
Management Sciences,Insurance,266,23,70.25,67.125,1,2.8,2
Clinical Sciences,Physiotherapy,391,13,76.67,73.75,1,2.96,2
Arts,Linguistic Igbo/Yoruba,207,20,59.88,61.175,1,2.8,1
Arts,History & Strategic Studies,313,3,57.33,68.6,1,3.04,0
Management Sciences,Insurance,252,0,45.9,67.125,1,2.88,0
Basic Medical Sciences,Pharmacology,301,28,79.22,72.625,1,2.72,2
Management Sciences,Actuarial Science,387,18,83.17,61.875,1,3.36,2
Basic Medical Sciences,Pharmacology,340,10,65.7,72.625,1,2.64,0
Dental Sciences,Dentistry,387,22,84.38,77.4,1,2.8,2
Basic Medical Sciences,Pharmacology,290,13,64.45,72.625,1,3.04,1
Dental Sciences,Dentistry,348,25,84.1,77.4,1,3.12,2
Management Sciences,IRPM,144,13,46.2,50.0,1,3.04,0
Science,Microbiology,391,20,80.88,50.0,1,2.4,2
Pharmacy,Pharmacy,388,6,69.3,76.125,1,2.96,0
Dental Sciences,Dentistry,154,1,33.85,77.4,1,2.72,0
Basic Medical Sciences,Medical Laboratory Science,270,14,62.15,74.675,1,2.88,1
Dental Sciences,Dentistry,274,5,58.05,77.4,1,3.76,0
Education,Business Education,367,29,91.28,50.0,1,3.28,2
Law,Law,193,10,46.12,68.65,1,2.4,0
Science,Botany,234,30,73.25,50.0,1,2.8,2
Science,Fisheries,264,26,72.6,50.0,1,2.72,2
Science,Marine Biology,312,27,81.6,50.0,1,3.12,2
Pharmacy,Pharmacy,145,19,51.12,76.125,1,2.8,0
Dental Sciences,Dentistry,326,30,85.55,77.4,1,2.96,2
Environmental Sciences,Estate Management,361,15,75.33,50.0,1,3.04,2
Social Sciences,Economics,243,20,65.17,69.95,1,2.96,1
Basic Medical Sciences,Medical Laboratory Science,291,12,62.77,74.675,1,2.88,1
Education,Educational Administration,182,30,65.15,50.0,1,2.48,0
Environmental Sciences,Urban & Regional Planning,173,26,64.03,50.0,1,3.28,0
Environmental Sciences,Architecture,172,14,51.9,50.0,1,3.28,0
Clinical Sciences,Radiography,287,19,70.47,72.525,1,3.12,1
Science,Microbiology,364,15,75.3,50.0,1,2.96,2
Dental Sciences,Dentistry,250,14,61.65,77.4,1,3.28,1
Management Sciences,Finance,353,1,59.52,68.9,1,2.88,0
Pharmacy,Pharmacy,375,5,67.47,76.125,1,3.12,0
Environmental Sciences,Estate Management,193,30,69.72,50.0,1,3.12,0
Management Sciences,Business Administration,369,14,79.33,68.65,1,3.84,2
Social Sciences,Psychology,350,28,88.95,67.4,1,3.44,2
Engineering,Systems Engineering,294,10,63.15,50.0,1,3.28,0
Dental Sciences,Dentistry,279,2,50.08,77.4,1,2.64,0
Engineering,Surveying & Geoinformatics Engineering,279,29,77.88,50.0,1,2.8,2
Environmental Sciences,Urban & Regional Planning,361,15,74.12,50.0,1,2.8,2
Pharmacy,Pharmacy,340,1,57.5,76.125,1,2.8,0
Education,Business Education,311,28,80.88,50.0,1,2.8,2
Engineering,Electrical & Electronics Engineering,346,27,87.05,50.0,1,3.36,2
Dental Sciences,Dentistry,263,15,63.08,77.4,1,3.04,1
Clinical Sciences,Nursing,148,4,35.3,70.875,1,2.56,0
Environmental Sciences,Architecture,391,18,79.67,50.0,1,2.56,2
Arts,Russian,277,11,61.62,67.65,1,3.2,0
Basic Medical Sciences,Physiology,244,3,50.3,71.55,1,3.36,0
Management Sciences,Insurance,329,29,84.92,67.125,1,2.96,2
Social Sciences,Economics,266,10,58.85,69.95,1,3.12,0
Arts,Philosophy,157,10,44.02,67.4,1,2.88,0
Management Sciences,Actuarial Science,253,7,53.42,61.875,1,2.96,0
Social Sciences,Sociology,256,20,68.4,66.15,1,3.28,2
Arts,Philosophy,218,27,71.45,67.4,1,3.44,2
Education,Early Childhood Education,259,3,49.38,50.0,1,2.8,0
Management Sciences,Insurance,224,5,46.6,67.125,1,2.72,0
Dental Sciences,Dentistry,321,9,62.33,77.4,1,2.64,0
Science,Industrial Mathematics,221,22,65.62,50.0,1,3.2,2
Environmental Sciences,Urban & Regional Planning,336,21,78.2,50.0,1,3.04,2
Arts,Creative Arts,212,28,69.3,67.05,1,2.96,2
Dental Sciences,Dentistry,254,25,70.35,77.4,1,2.72,1
Environmental Sciences,Quantity Surveying,252,10,57.1,50.0,1,3.12,0
Basic Medical Sciences,Physiology,163,9,44.98,71.55,1,3.12,0
Management Sciences,Accounting,354,20,82.25,74.1,1,3.6,2
Environmental Sciences,Building,240,3,45.8,50.0,1,2.56,0
Law,Law,249,14,58.73,68.65,1,2.72,1
Science,Physics,255,30,75.88,50.0,1,2.8,2
Pharmacy,Pharmacy,172,15,52.1,76.125,1,3.12,0
Arts,English,390,29,92.95,68.175,1,3.04,2
Dental Sciences,Dentistry,369,0,62.92,77.4,1,3.36,0
Pharmacy,Pharmacy,282,13,63.45,76.125,1,3.04,1
Engineering,Chemical & Petroleum Engineering,149,9,43.23,50.0,1,3.12,0
Arts,Islamic Religious Studies,344,17,74.4,60.225,1,2.88,2
Education,Integrated Science Education,335,16,73.47,50.0,1,3.12,2
Pharmacy,Pharmacy,387,21,85.78,76.125,1,3.28,2
Social Sciences,Economics,284,12,63.5,69.95,1,3.2,1
Law,Law,171,10,47.38,68.65,1,3.2,0
Dental Sciences,Dentistry,203,3,41.17,77.4,1,2.56,0
Education,Education Home Economics,229,11,54.42,50.0,1,2.96,0
Clinical Sciences,Nursing,375,19,82.28,70.875,1,3.28,2
Law,Law,338,29,86.85,68.65,1,3.12,2
Arts,Creative Arts,148,23,56.7,67.05,1,3.04,0
Science,Chemistry,214,15,55.75,50.0,1,2.8,2
Environmental Sciences,Urban & Regional Planning,394,18,81.65,50.0,1,2.88,2
Education,Adult Education,152,29,63.6,50.0,1,3.12,0
Environmental Sciences,Urban & Regional Planning,211,6,45.58,50.0,1,2.64,0
Dental Sciences,Dentistry,396,23,86.9,77.4,1,2.88,2
Education,Education English,242,7,48.85,50.0,1,2.32,0
Environmental Sciences,Urban & Regional Planning,216,5,46.0,50.0,1,2.8,0
Dental Sciences,Dentistry,300,5,55.3,77.4,1,2.56,0
Environmental Sciences,Urban & Regional Planning,161,21,55.92,50.0,1,2.96,0
Engineering,Mechanical Engineering,185,10,47.92,50.0,1,2.96,0
Education,Educational Foundations,367,30,90.67,50.0,1,2.96,2
Social Sciences,Social Work,279,17,66.67,50.0,1,2.96,2
Education,Health Education,258,0,49.05,50.0,1,3.36,0
Engineering,Surveying & Geoinformatics Engineering,296,28,77.8,50.0,1,2.56,2
Arts,Chinese,194,26,64.65,66.7,1,2.88,0
Social Sciences,Social Work,264,28,77.4,50.0,1,3.28,2
Law,Law,283,18,68.97,68.65,1,3.12,2
Education,Business Education,332,4,59.9,50.0,1,2.88,0
Law,Law,278,13,63.35,68.65,1,3.12,1
Engineering,Systems Engineering,174,2,37.75,50.0,1,2.8,0
Social Sciences,Psychology,280,1,50.4,67.4,1,2.88,0
Science,Industrial Mathematics,191,21,60.08,50.0,1,3.04,0
Arts,Chinese,243,23,71.38,66.7,1,3.6,2
Clinical Sciences,Medicine and Surgery,344,25,84.0,80.8,1,3.2,2
Environmental Sciences,Quantity Surveying,326,15,71.35,50.0,1,3.12,2
Management Sciences,Finance,368,10,69.2,68.9,1,2.64,0
Arts,Chinese,170,19,54.65,66.7,1,2.88,0
Engineering,Chemical & Petroleum Engineering,234,23,68.25,50.0,1,3.2,2
Social Sciences,Political Science,344,21,75.6,68.6,1,2.32,2
Dental Sciences,Dentistry,194,18,58.25,77.4,1,3.2,0
Basic Medical Sciences,Medical Laboratory Science,374,23,84.15,74.675,1,2.88,2
Environmental Sciences,Architecture,202,17,55.45,50.0,1,2.64,2
Pharmacy,Pharmacy,215,29,73.08,76.125,1,3.44,1
Social Sciences,Political Science,148,27,61.5,68.6,1,3.2,0
Basic Medical Sciences,Medical Laboratory Science,286,25,76.75,74.675,1,3.2,2
Arts,Christian Religious Studies,319,9,61.27,61.625,1,2.48,0
Education,Educational Foundations,355,3,62.98,50.0,1,3.12,0
Engineering,Civil & Environmental Engineering,309,9,62.83,50.0,1,3.04,0
Social Sciences,Mass Communication,332,16,74.7,72.35,1,3.44,2
Dental Sciences,Dentistry,374,12,72.35,77.4,1,2.72,1
Basic Medical Sciences,Physiology,342,7,65.75,71.55,1,3.2,0
Management Sciences,Accounting,140,4,37.9,74.1,1,3.28,0
Basic Medical Sciences,Physiology,387,21,83.78,71.55,1,2.88,2
Clinical Sciences,Nursing,257,10,58.52,70.875,1,3.28,0
Pharmacy,Pharmacy,314,11,65.85,76.125,1,3.12,0
Education,Technology Education,336,7,65.4,50.0,1,3.28,0
Pharmacy,Pharmacy,362,6,65.65,76.125,1,2.88,0
Environmental Sciences,Urban & Regional Planning,279,15,66.28,50.0,1,3.28,2
Law,Law,219,6,48.17,68.65,1,2.96,0
Arts,Philosophy,347,13,71.17,67.4,1,2.96,2
Dental Sciences,Dentistry,382,14,75.75,77.4,1,2.8,1
Engineering,Metallurgical & Material Engineering,156,2,34.3,50.0,1,2.56,0
Engineering,Electrical & Electronics Engineering,329,20,77.12,50.0,1,3.2,2
Engineering,Computer Engineering,330,20,78.85,50.0,1,3.52,2
Law,Law,263,26,70.88,68.65,1,2.4,2
Social Sciences,Mass Communication,152,24,60.6,72.35,1,3.52,0
Dental Sciences,Dentistry,285,11,61.02,77.4,1,2.88,0
Education,Integrated Science Education,176,29,64.6,50.0,1,2.72,0
Pharmacy,Pharmacy,154,5,39.45,76.125,1,3.04,0
Environmental Sciences,Urban & Regional Planning,287,10,60.27,50.0,1,2.88,0
Clinical Sciences,Physiotherapy,338,9,66.85,73.75,1,3.12,0
Science,Mathematics,350,15,72.35,50.0,1,2.72,2
Education,Education Physics,244,12,56.5,50.0,1,2.8,2
Environmental Sciences,Quantity Surveying,169,0,37.52,50.0,1,3.28,0
Engineering,Mechanical Engineering,351,7,68.08,50.0,1,3.44,0
Dental Sciences,Dentistry,328,10,63.8,77.4,1,2.56,0
Social Sciences,Mass Communication,159,29,62.48,72.35,1,2.72,0
Dental Sciences,Dentistry,283,13,63.98,77.4,1,3.12,1
Social Sciences,Psychology,233,2,45.92,67.4,1,2.96,0
Science,Botany,226,24,67.85,50.0,1,3.12,2
Engineering,Biomedical Engineering,331,9,66.78,50.0,1,3.28,0
Law,Law,388,1,64.3,68.65,1,2.96,0
Law,Law,291,7,58.98,68.65,1,3.12,0
Law,Law,229,6,52.62,68.65,1,3.6,0
Dental Sciences,Dentistry,393,4,70.33,77.4,1,3.44,0
Dental Sciences,Dentistry,399,17,79.28,77.4,1,2.48,2
Engineering,Mechanical Engineering,225,0,44.92,50.0,1,3.36,0
Management Sciences,Insurance,276,10,59.3,67.125,1,2.96,0
Law,Law,212,25,67.5,68.65,1,3.2,1
Arts,Russian,257,27,72.72,67.65,1,2.72,2
Education,Education History,399,11,75.28,50.0,1,2.88,0
Law,Law,253,10,57.23,68.65,1,3.12,0
Environmental Sciences,Quantity Surveying,289,11,60.33,50.0,1,2.64,0
Science,Botany,175,19,55.67,50.0,1,2.96,0
Environmental Sciences,Quantity Surveying,354,10,69.85,50.0,1,3.12,0
Education,Educational Foundations,305,3,55.92,50.0,1,2.96,0
Education,Educational Foundations,361,13,70.12,50.0,1,2.4,2
Pharmacy,Pharmacy,275,21,70.97,76.125,1,3.12,1
Basic Medical Sciences,Medical Laboratory Science,257,15,62.73,74.675,1,3.12,1
Arts,Christian Religious Studies,170,5,41.85,61.625,1,3.12,0
Social Sciences,Mass Communication,369,17,80.72,72.35,1,3.52,2
Education,Early Childhood Education,355,3,62.17,50.0,1,2.96,0
Engineering,Civil & Environmental Engineering,268,28,77.9,50.0,1,3.28,2
Education,Education Geography,268,10,59.1,50.0,1,3.12,0
Engineering,Chemical & Petroleum Engineering,170,11,47.45,50.0,1,3.04,0
Education,Education Economics,272,26,73.6,50.0,1,2.72,2
Arts,Creative Arts,338,14,70.65,67.05,1,2.88,2
Arts,Christian Religious Studies,255,4,51.08,61.625,1,3.04,0
Environmental Sciences,Building,305,24,78.92,50.0,1,3.36,2
Management Sciences,Accounting,173,15,52.23,74.1,1,3.12,0
Environmental Sciences,Urban & Regional Planning,280,4,55.4,50.0,1,3.28,0
Management Sciences,IRPM,166,17,50.95,50.0,1,2.64,0
Science,Physics,254,0,47.35,50.0,1,3.12,0
Law,Law,164,2,34.5,68.65,1,2.4,0
Clinical Sciences,Radiography,250,11,57.05,72.525,1,2.96,0
Dental Sciences,Dentistry,249,25,69.33,77.4,1,2.64,1
Engineering,Civil & Environmental Engineering,367,17,77.28,50.0,1,2.88,2
Pharmacy,Pharmacy,210,17,60.85,76.125,1,3.52,1
Social Sciences,Economics,298,16,68.05,69.95,1,2.96,1
Environmental Sciences,Quantity Surveying,398,25,87.15,50.0,1,2.48,2
Dental Sciences,Dentistry,209,24,62.92,77.4,1,2.56,1
Engineering,Metallurgical & Material Engineering,400,19,84.2,50.0,1,3.04,2
Pharmacy,Pharmacy,295,30,82.47,76.125,1,3.12,2
Science,Fisheries,388,17,80.3,50.0,1,2.96,2
Engineering,Civil & Environmental Engineering,171,3,38.77,50.0,1,2.88,0
Law,Law,358,11,73.75,68.65,1,3.6,0
Social Sciences,Sociology,199,9,50.67,66.15,1,3.36,0
Law,Law,148,24,58.1,68.65,1,3.12,0
Management Sciences,Insurance,341,0,57.42,67.125,1,2.96,0
Arts,Russian,179,27,63.38,67.65,1,2.8,0
Management Sciences,IRPM,264,20,68.6,50.0,1,3.12,2
Pharmacy,Pharmacy,148,25,59.1,76.125,1,3.12,0
Engineering,Chemical & Petroleum Engineering,329,28,83.53,50.0,1,2.88,2
Law,Law,223,2,46.67,68.65,1,3.36,0
Clinical Sciences,Medicine and Surgery,334,23,78.35,80.8,1,2.72,1
Dental Sciences,Dentistry,303,18,69.08,77.4,1,2.64,1
Environmental Sciences,Quantity Surveying,150,23,57.75,50.0,1,3.2,0
Pharmacy,Pharmacy,345,11,68.12,76.125,1,2.8,0
Basic Medical Sciences,Pharmacology,254,9,55.55,72.625,1,2.96,0
Social Sciences,Geography,249,21,67.33,50.0,1,3.04,2
Science,Geology,365,20,77.22,50.0,1,2.32,2
Pharmacy,Pharmacy,239,10,54.27,76.125,1,2.88,0
Management Sciences,IRPM,273,9,57.92,50.0,1,2.96,0
Clinical Sciences,Medicine and Surgery,192,28,67.6,80.8,1,3.12,0
Clinical Sciences,Physiotherapy,213,8,49.42,73.75,1,2.96,0
Environmental Sciences,Urban & Regional Planning,371,13,76.58,50.0,1,3.44,2
Education,Education Physics,256,2,50.0,50.0,1,3.2,0
Education,Education Yoruba,154,16,47.65,50.0,1,2.48,0
Basic Medical Sciences,Physiology,158,28,64.55,71.55,1,3.36,0
Engineering,Metallurgical & Material Engineering,217,6,49.12,50.0,1,3.2,0
Environmental Sciences,Building,170,29,62.65,50.0,1,2.48,0
Science,Marine Biology,315,25,80.38,50.0,1,3.2,2
Basic Medical Sciences,Medical Laboratory Science,152,9,44.4,74.675,1,3.28,0
Education,Human Kinetics Education,308,25,75.5,50.0,1,2.4,2
Arts,Linguistic Igbo/Yoruba,336,15,71.8,61.175,1,2.96,2
