Faculty,Department,UTME_Score,UTME_Cutoff,Aggregate_Score,Aggregate_Cutoff,Olevel_Valid,Sittings,Admission_Status,Olevel_Grades
Communications and Media Studies,Journalism,197,150,45.55,64.0,True,2,not admitted,"C6, C4, A1, C4, C4"
Social Sciences,Economics,323,180,71.45,63.75,True,2,admitted,"B2, B3, B2, B2, B3"
Pharmacy,Doctor of Pharmacy,259,240,62.85,55.0,True,1,admitted,"C4, B2, C4, C5, C6"
College of Medicine,Medicine and Surgery,176,260,54.4,55.0,True,1,not admitted,"C6, B3, A1, B2, C5"
Environmental Design and Management,Architecture,350,210,71.5,66.25,True,2,admitted,"C5, C5, B2, B3, A1"
Arts,History and International Studies,316,180,62.4,67.8,True,2,not admitted,"B2, C6, B2, C6, C4"
Social Sciences,Demography and Social Statistics,247,150,55.05,60.5,True,2,not admitted,"B2, C5, B3, A1, C6"
Social Sciences,Geography,273,150,66.95,55.0,True,1,admitted,"C6, A1, C6, C5, A1"
Communications and Media Studies,Mass Communication,278,220,60.7,66.3,True,2,not admitted,"A1, B2, C6, C6, A1"
Arts,History and International Studies,337,180,79.55,67.8,True,1,admitted,"C5, C6, A1, A1, B3"
Engineering,Mechatronics Engineering,334,220,71.1,65.0,True,2,admitted,"A1, B3, A1, C5, C4"
Basic Medical Science,Medical Laboratory Science,226,200,58.9,72.3,True,1,not admitted,"C5, C6, A1, C5, B3"
Basic Medical Science,Physiology,334,180,77.1,61.5,True,1,admitted,"C5, B2, C6, A1, C4"
Agriculture,Water Resources Management and Agrometeorology,317,150,63.55,55.0,True,2,admitted,"A1, B3, C4, C6, C5"
Education,Guidance and Counselling,171,150,56.65,59.05,True,1,not admitted,"B3, C4, B2, A1, C4"
Management Sciences,Accounting,226,200,49.9,55.0,True,2,not admitted,"C5, A1, C6, A1, C6"
Engineering,Mechanical Engineering,202,200,56.3,65.0,True,1,not admitted,"C5, A1, B3, C5, C5"
Basic Medical Science,Physiology,151,180,41.65,61.5,True,2,not admitted,"C4, C4, B2, B2, C4"
Management Sciences,Business Administration,199,200,56.85,55.0,True,2,not admitted,"B3, A1, A1, B2, A1"
Communications and Media Studies,Mass Communication,267,220,56.05,66.3,True,2,not admitted,"A1, B2, C6, C6, C4"
Management Sciences,Accounting,339,200,65.85,55.0,True,2,admitted,"B3, C6, B3, B3, C5"
Arts, English and Literary Studies,336,150,63.4,55.0,True,2,admitted,"B3, C5, B3, C6, C5"
Agriculture,Agricultural Economics and Extension,143,150,46.45,57.8,True,1,not admitted,"C5, C4, B3, C5, B3"
Social Sciences,Geography,276,150,71.4,55.0,True,1,admitted,"A1, C4, C4, A1, C5"
Science,Geology,254,150,67.1,59.5,True,1,admitted,"B2, A1, B3, C6, C4"
Environmental Design and Management,Building,330,170,74.5,57.5,True,1,admitted,"B3, C4, C5, B3, C5"
Science,Industrial Chemistry,213,150,55.95,60.5,True,1,not admitted,"C5, C6, C4, C5, A1"
College of Medicine,Medicine and Surgery,243,260,57.45,55.0,True,1,not admitted,"C5, C4, C6, C6, B3"
Education,Mathematics Education,215,150,65.25,55.5,True,1,admitted,"A1, B2, C6, A1, B2"
Pharmacy,Doctor of Pharmacy,263,240,55.45,55.0,True,2,admitted,"B2, C6, B2, C4, C5"
Arts, English and Literary Studies,311,150,66.65,55.0,True,2,admitted,"C5, A1, C5, B2, B2"
Basic Medical Science,Physiology,295,180,57.25,61.5,True,2,not admitted,"C5, C5, B3, C6, B3"
Science,Statistics,182,150,38.3,54.5,True,2,not admitted,"C5, C4, C5, C4, C6"
Basic Medical Science,Physiology,336,180,85.4,61.5,True,1,admitted,"B2, A1, C4, A1, B2"
Social Sciences,Political Science,192,180,55.8,62.5,True,1,not admitted,"C5, A1, B2, C5, C5"
Pharmacy,Doctor of Pharmacy,179,240,46.85,55.0,True,1,not admitted,"C6, B2, C5, C6, C6"
Management Sciences,Accounting,213,200,50.95,55.0,True,2,not admitted,"C4, C4, A1, B2, C5"
Engineering,Mechatronics Engineering,339,220,67.85,65.0,True,2,admitted,"A1, C6, C6, C4, A1"
Basic Medical Science,Physiology,245,180,62.75,61.5,True,1,admitted,"A1, C5, C5, C5, B3"
Pharmacy,Doctor of Pharmacy,283,240,69.45,55.0,True,1,admitted,"B3, C5, A1, C5, C4"
Education,Health Education,221,150,52.15,57.95,True,1,not admitted,"C5, C4, C6, C6, C5"
Environmental Design and Management,Survey and Geo-informatics,266,150,72.9,55.0,True,1,admitted,"A1, A1, C4, C5, A1"
Agriculture,Soil Science and Land Resources Management,207,150,55.05,55.0,True,1,admitted,"B3, C5, C4, B3, C6"
Communications and Media Studies,Journalism,284,150,69.6,64.0,True,1,admitted,"A1, C6, B3, B3, C5"
Law,Law,290,240,68.5,55.0,True,2,admitted,"A1, B2, B2, C4, A1"
Environmental Design and Management,Architecture,220,210,55.0,66.25,True,2,not admitted,"C4, A1, B2, C4, B2"
Arts,Theatre and Media Arts,298,200,74.7,65.8,True,1,admitted,"A1, C4, C4, B2, C4"
College of Medicine,Medicine and Surgery,281,260,67.15,55.0,True,1,admitted,"C6, C4, B3, C5, B2"
Engineering,Mechatronics Engineering,155,220,54.25,65.0,True,1,not admitted,"B2, A1, B3, B2, C6"
Engineering,Mechatronics Engineering,267,220,63.05,65.0,True,1,not admitted,"C4, C5, C6, B2, C5"
Agriculture,Fisheries and Aquaculture,241,150,54.15,50.3,True,2,admitted,"B3, C5, C4, B2, B3"
Environmental Design and Management,Urban and Regional Planning,163,150,41.45,56.0,True,2,not admitted,"C4, A1, C4, C6, B3"
Education,Chemistry Education,228,150,51.2,55.0,True,2,not admitted,"B3, C4, C4, C4, B3"
Engineering,Meterials and Metallurgical Engineering,275,150,64.25,55.0,True,2,admitted,"C4, B3, B2, A1, B2"
Engineering,Meterials and Metallurgical Engineering,245,150,53.75,55.0,True,2,not admitted,"B3, C6, C6, B2, A1"
College of Medicine,Medicine and Surgery,311,260,57.65,55.0,True,2,admitted,"C6, C6, C5, B2, C5"
Basic Medical Science,Medical Laboratory Science,309,200,61.35,72.3,True,2,not admitted,"C4, C6, B3, C5, B2"
Science,Microbiology,154,180,55.1,65.75,True,1,not admitted,"C5, A1, C4, B2, A1"
Environmental Design and Management,Quantity Surveying,333,170,77.95,60.5,True,1,admitted,"C4, B3, B2, B3, C5"
Social Sciences,Economics,278,180,66.7,63.75,True,1,admitted,"B3, A1, C5, C6, C5"
Basic Medical Science,Nursing Science,174,150,47.1,55.0,True,1,not admitted,"A1, C6, C5, C6, C6"
Management Sciences,Business Administration,227,200,56.05,55.0,True,1,admitted,"C6, C6, C5, B2, C4"
College of Medicine,Medicine and Surgery,177,260,44.55,55.0,True,2,not admitted,"C5, B2, C4, C4, B2"
Basic Medical Science,Nursing Science,230,150,56.5,55.0,True,2,admitted,"B2, C4, A1, C4, B2"
Social Sciences,Geography,323,150,74.45,55.0,True,1,admitted,"C4, B3, C6, A1, C5"
Law,Law,245,240,65.75,55.0,True,1,admitted,"A1, C5, B3, C4, B3"
Law,Law,297,240,66.55,55.0,True,1,admitted,"C6, B2, C6, C5, C4"
Basic Medical Science,Anatomy,151,180,37.65,63.3,True,2,not admitted,"B2, C6, C6, B3, B3"
Law,Law,238,240,63.7,55.0,True,1,not admitted,"C4, C4, B2, B3, C4"
Science,Zoology,344,150,76.6,55.5,True,1,admitted,"C6, B2, C5, C4, B3"
Social Sciences,Psychology,329,150,69.35,64.5,True,2,admitted,"C4, B3, B3, C4, A1"
Social Sciences,Geography,233,150,56.95,55.0,True,2,admitted,"B3, C4, B3, A1, B2"
Engineering,Mechanical Engineering,272,200,68.8,65.0,True,1,admitted,"B3, B3, B3, B3, C5"
Education,Chemistry Education,165,150,38.75,55.0,True,2,not admitted,"B2, B3, C6, C6, C4"
Communications and Media Studies,Pulic Relations,300,150,58.0,55.0,True,2,admitted,"C6, C5, B2, B3, C6"
Environmental Design and Management,Quantity Surveying,329,170,61.35,60.5,True,2,admitted,"C5, C4, C6, B3, C5"
Communications and Media Studies,Journalism,209,150,48.35,64.0,True,2,not admitted,"C5, C5, B3, B3, B2"
Social Sciences,Sociology,298,160,67.7,63.95,True,2,admitted,"B3, A1, A1, A1, C6"
Pharmacy,Doctor of Pharmacy,256,240,60.4,55.0,True,1,admitted,"C6, B2, B3, C6, C6"
Agriculture,Hospitality and Tourism Management,350,150,71.5,58.45,True,2,admitted,"C6, B3, B2, B3, B2"
Education,Physics Education,287,150,73.05,53.6,True,1,admitted,"A1, C5, A1, C4, C4"
Communications and Media Studies,Mass Communication,195,220,50.25,66.3,True,2,not admitted,"B2, C4, C5, B2, A1"
Science,Zoology,152,150,47.8,55.5,True,1,not admitted,"C4, A1, C6, B3, C6"
Science,Microbiology,182,180,59.3,65.75,True,1,not admitted,"C6, A1, A1, B2, B3"
Science,Biochemistry,247,180,54.05,63.75,True,2,not admitted,"C5, B2, B2, C4, C5"
Education,Biology Education,252,150,54.8,55.0,True,2,not admitted,"A1, B3, C6, B2, C6"
Arts,History and International Studies,334,180,80.1,67.8,True,1,admitted,"C4, B2, B3, B3, B3"
Communications and Media Studies,Mass Communication,252,220,64.8,66.3,True,1,not admitted,"B2, B3, C5, C4, C4"
Agriculture,Food Science and Technology,269,150,56.35,58.0,True,2,not admitted,"B3, B2, C4, C6, C4"
Law,Law,305,240,68.75,55.0,True,2,admitted,"C6, A1, B2, B2, A1"
Agriculture,Fisheries and Aquaculture,227,150,51.05,50.3,True,2,admitted,"B3, A1, C4, C4, C6"
Basic Medical Science,Medical Laboratory Science,173,200,41.95,72.3,True,2,not admitted,"C4, C6, A1, C6, B2"
Environmental Design and Management,Urban and Regional Planning,284,150,58.6,56.0,True,2,admitted,"C4, C4, A1, C4, C6"
Education,Library and Information Science,347,150,79.05,64.5,True,1,admitted,"C5, B3, C4, B2, C4"
Education,Physics Education,153,150,49.95,53.6,True,1,not admitted,"C4, A1, C5, C6, B2"
Environmental Design and Management,Urban and Regional Planning,293,150,57.95,56.0,True,2,admitted,"B3, C6, C5, C6, A1"
Social Sciences,Demography and Social Statistics,177,150,33.55,60.5,True,2,not admitted,"C5, C6, C5, C6, C6"
Law,Law,296,240,70.4,55.0,True,1,admitted,"A1, B3, C5, C4, C6"
Basic Medical Science,Anatomy,212,180,49.8,63.3,True,2,not admitted,"B2, C5, B2, C5, B3"
Social Sciences,Psychology,306,150,59.9,64.5,True,2,not admitted,"C4, C6, B2, B3, C6"
Communications and Media Studies,Broadcasting,229,150,51.35,64.0,True,2,not admitted,"A1, C4, B3, C6, C4"
Engineering,Meterials and Metallurgical Engineering,186,150,47.9,55.0,True,2,not admitted,"C5, A1, B2, B2, C5"
Management Sciences,Accounting,160,200,38.0,55.0,True,2,not admitted,"C4, B3, C4, C5, C5"
College of Medicine,Medicine and Surgery,342,260,68.3,55.0,True,2,admitted,"C6, C4, B3, B2, B3"
Agriculture,Hospitality and Tourism Management,209,150,51.35,58.45,True,2,not admitted,"C5, A1, B2, B2, C5"
Basic Medical Science,Medical Laboratory Science,347,200,74.05,72.3,True,1,admitted,"C6, C6, C4, C4, B3"
Management Sciences,Finance,194,160,43.1,55.0,True,2,not admitted,"C5, C6, A1, C6, B3"
Arts,Theatre and Media Arts,293,200,68.95,65.8,True,1,admitted,"C5, C4, B2, C6, B3"
Environmental Design and Management,Survey and Geo-informatics,215,150,53.25,55.0,True,2,not admitted,"C4, C4, A1, C4, A1"
Arts, English and Literary Studies,153,150,41.95,55.0,True,2,not admitted,"C6, B3, B2, B3, B2"
Communications and Media Studies,Journalism,224,150,57.6,64.0,True,1,not admitted,"B3, C4, C4, C4, C6"
Social Sciences,Economics,321,180,61.15,63.75,True,2,not admitted,"B3, B3, C5, C6, C5"
Environmental Design and Management,Urban and Regional Planning,199,150,54.85,56.0,True,1,not admitted,"C6, A1, C4, C4, C5"
Communications and Media Studies,Mass Communication,151,220,57.65,66.3,True,1,not admitted,"B3, A1, B2, B3, A1"
Communications and Media Studies,Journalism,217,150,69.55,64.0,True,1,admitted,"A1, B2, B2, B2, A1"
Communications and Media Studies,Mass Communication,173,220,44.95,66.3,True,2,not admitted,"B3, B3, C4, B3, B3"
Pharmacy,Doctor of Pharmacy,343,240,73.45,55.0,True,2,admitted,"C4, B3, B3, A1, B2"
Science,Mathematics,215,150,43.25,55.5,True,2,not admitted,"B2, C5, C5, C6, C6"
Social Sciences,Political Science,311,180,77.65,62.5,True,1,admitted,"B3, C4, A1, A1, C5"
Communications and Media Studies,Mass Communication,325,220,65.75,66.3,True,2,not admitted,"A1, C6, B3, B3, C5"
Management Sciences,Accounting,298,200,55.7,55.0,True,2,admitted,"C6, A1, C6, C5, C6"
Engineering,Mechanical Engineering,254,200,65.1,65.0,True,1,admitted,"B2, C4, C5, C4, B3"
Environmental Design and Management,Building,343,170,85.45,57.5,True,1,admitted,"B3, B3, B2, A1, B2"
Science,Statistics,209,150,51.35,54.5,True,2,not admitted,"C5, B3, B3, A1, B3"
Science,Botany,255,150,68.25,53.5,True,1,admitted,"A1, C5, B3, B2, C4"
Law,Law,262,240,66.3,55.0,True,1,admitted,"B2, C4, B2, C5, C5"
Engineering,Electrical and Electronics Engineering,176,200,36.4,63.3,True,2,not admitted,"C5, C4, C5, C6, C5"
Education,Physics Education,162,150,51.3,53.6,True,1,not admitted,"C4, C4, A1, C5, C4"
Arts,History and International Studies,168,180,51.2,67.8,True,1,not admitted,"C6, C5, B2, C4, B2"
Agriculture,Animal Production and Health,271,150,56.65,61.3,True,2,not admitted,"C5, B3, B3, C4, C4"
Education,Chemistry Education,284,150,61.6,55.0,True,2,admitted,"B3, B3, B3, B3, C4"
Social Sciences,Economics,240,180,59.0,63.75,True,1,not admitted,"C4, C6, B3, C5, C4"
Engineering,Meterials and Metallurgical Engineering,149,150,39.35,55.0,True,2,not admitted,"A1, B2, C5, C4, C6"
Environmental Design and Management,Urban and Regional Planning,202,150,48.3,56.0,True,2,not admitted,"A1, C4, C5, B3, C4"
Law,Law,183,240,49.45,55.0,True,2,not admitted,"C4, A1, A1, C6, A1"
Social Sciences,Psychology,347,150,76.05,64.5,True,2,admitted,"B2, B3, B2, A1, B3"
Pharmacy,Doctor of Pharmacy,332,240,64.8,55.0,True,2,admitted,"B3, B3, C4, C4, C6"
Social Sciences,Demography and Social Statistics,197,150,48.55,60.5,True,2,not admitted,"B3, C5, C6, A1, A1"
Law,Law,303,240,63.45,55.0,True,2,admitted,"C5, C4, A1, B3, C4"
Law,Law,319,240,70.85,55.0,True,1,admitted,"C4, C6, A1, C6, C5"
Science,Computer Science,249,200,53.35,65.3,True,2,not admitted,"C6, C5, B3, C4, A1"
Pharmacy,Doctor of Pharmacy,269,240,66.35,55.0,True,1,admitted,"C5, C5, B3, A1, C5"
Environmental Design and Management,Estate Management,214,160,49.1,57.5,True,2,not admitted,"C5, C5, C4, B3, A1"
Management Sciences,Accounting,234,200,44.1,55.0,True,2,not admitted,"C6, C6, C6, C5, B3"
Science,Botany,244,150,61.6,53.5,True,2,admitted,"B2, B3, B3, A1, A1"
Agriculture,Animal Production and Health,184,150,61.6,61.3,True,1,admitted,"A1, B3, A1, C5, A1"
Law,Law,220,240,61.0,55.0,True,1,not admitted,"B2, C5, B2, C6, B2"
Engineering,Civil Engineering,300,200,66.0,65.0,True,2,admitted,"B2, C5, B3, A1, B3"
College of Medicine,Medicine and Surgery,156,260,51.4,55.0,True,1,not admitted,"A1, C5, C4, C5, B2"
Agriculture,Water Resources Management and Agrometeorology,229,150,49.35,55.0,True,2,not admitted,"B2, B2, C4, C6, C6"
Environmental Design and Management,Building,238,170,57.7,57.5,True,1,admitted,"C5, C4, C5, C5, C4"
Arts,Linguistics and Language,177,150,51.55,55.0,True,1,not admitted,"C5, C4, B2, B3, C6"
Law,Law,350,240,75.5,55.0,True,2,admitted,"B3, C4, A1, B2, B2"
Science,Microbiology,324,180,81.6,65.75,True,1,admitted,"B3, B2, A1, C5, A1"
College of Medicine,Medicine and Surgery,245,260,55.75,55.0,True,2,not admitted,"C4, B2, B2, C4, C4"
Engineering,Electrical and Electronics Engineering,277,200,56.55,63.3,True,2,not admitted,"C5, B2, C4, C6, B3"
Education,Human Kinetics,252,150,60.8,54.9,True,1,admitted,"C6, B3, C4, C5, C4"
Communications and Media Studies,Pulic Relations,185,150,60.75,55.0,True,1,admitted,"A1, B2, B3, C5, A1"
Pharmacy,Doctor of Pharmacy,197,240,48.55,55.0,True,2,not admitted,"B2, C6, C4, A1, B3"
College of Medicine,Medicine and Surgery,247,260,69.05,55.0,True,1,not admitted,"B3, A1, B3, C5, A1"
Environmental Design and Management,Estate Management,271,160,73.65,57.5,True,1,admitted,"B3, B2, B2, A1, C4"
Law,Law,187,240,52.05,55.0,True,1,not admitted,"C5, C6, C5, B2, B3"
Agriculture,Food Science and Technology,311,150,70.65,58.0,True,1,admitted,"B2, C4, C5, C4, C6"
Law,Law,302,240,67.3,55.0,True,2,admitted,"A1, A1, C6, C4, A1"
Law,Law,230,240,63.5,55.0,True,1,not admitted,"B2, C6, A1, C4, B3"
Education,Guidance and Counselling,326,150,69.9,59.05,True,1,admitted,"B2, C6, C6, C4, C6"
Engineering,Electrical and Electronics Engineering,268,200,64.2,63.3,True,1,admitted,"C6, B2, C5, C5, B3"
Communications and Media Studies,Pulic Relations,172,150,56.8,55.0,True,1,admitted,"A1, A1, C4, B3, C5"
Engineering,Meterials and Metallurgical Engineering,221,150,62.15,55.0,True,1,admitted,"B2, C4, C5, C4, A1"
Law,Law,329,240,65.35,55.0,True,2,admitted,"C5, C6, B2, C4, B2"
Basic Medical Science,Medical Laboratory Science,336,200,79.4,72.3,True,1,admitted,"B3, C4, C6, B2, A1"
Environmental Design and Management,Building,153,170,37.95,57.5,True,2,not admitted,"C4, C6, C4, C5, A1"
Education,Guidance and Counselling,143,150,48.45,59.05,True,1,not admitted,"A1, B3, B3, C5, C6"
Pharmacy,Doctor of Pharmacy,221,240,48.15,55.0,True,2,not admitted,"C6, C5, C4, B3, B2"
Education,Library and Information Science,240,150,59.0,64.5,True,2,not admitted,"A1, B2, C5, B2, B2"
Law,Law,201,240,58.15,55.0,True,1,not admitted,"B2, C4, B3, B3, C5"
Science,Statistics,206,150,48.9,54.5,True,2,not admitted,"A1, C4, C6, C4, B2"
Arts,Theatre and Media Arts,306,200,63.9,65.8,True,2,not admitted,"B3, C5, B2, C6, A1"
Agriculture,Hospitality and Tourism Management,153,150,42.95,58.45,True,2,not admitted,"B3, C6, B2, B3, A1"
Pharmacy,Doctor of Pharmacy,201,240,61.15,55.0,True,1,not admitted,"B3, C4, A1, C4, B2"
Basic Medical Science,Anatomy,228,180,61.2,63.3,True,1,not admitted,"C6, A1, C4, C5, B2"
Pharmacy,Doctor of Pharmacy,200,240,47.0,55.0,True,2,not admitted,"C4, B2, C5, C5, B2"
Environmental Design and Management,Quantity Surveying,254,170,66.1,60.5,True,1,admitted,"B3, C4, B3, A1, C6"
Science,Chemistry,280,150,69.0,62.5,True,1,admitted,"B2, B3, C6, B2, C5"
Social Sciences,Sociology,202,160,52.3,63.95,True,2,not admitted,"C4, B3, B3, B2, A1"
Education,Biology Education,350,150,77.5,55.0,True,1,admitted,"C4, B2, C5, C6, B3"
Science,Botany,325,150,56.75,53.5,True,2,admitted,"C5, C4, C6, C6, C6"
Pharmacy,Doctor of Pharmacy,235,240,55.25,55.0,True,2,not admitted,"C4, B2, B2, B2, C5"
Management Sciences,Finance,186,160,59.9,55.0,True,1,admitted,"A1, B2, A1, B3, C6"
Education,Chemistry Education,336,150,70.4,55.0,True,2,admitted,"B2, C4, C4, B3, B2"
Basic Medical Science,Anatomy,193,180,58.95,63.3,True,1,not admitted,"A1, C4, A1, C4, C5"
College of Medicine,Medicine and Surgery,222,260,57.3,55.0,True,1,not admitted,"A1, B3, C5, C6, C6"
Management Sciences,Accounting,247,200,59.05,55.0,True,2,admitted,"B2, B2, C5, B2, B2"
Management Sciences,Accounting,253,200,61.95,55.0,True,1,admitted,"C5, C5, C4, B3, C4"
Agriculture,Crop Science and Horticulture,141,150,37.15,57.3,True,2,not admitted,"C5, B2, C6, C5, A1"
Education,Library and Information Science,174,150,54.1,64.5,True,1,not admitted,"C4, C5, B3, B3, B2"
Environmental Design and Management,Estate Management,232,160,62.8,57.5,True,1,admitted,"B3, C6, B3, B2, B3"
Basic Medical Science,Radiology and Radiography,178,200,53.7,71.3,True,1,not admitted,"C6, A1, A1, C5, C5"
Communications and Media Studies,Broadcasting,256,150,58.4,64.0,True,2,not admitted,"A1, C4, B2, B3, C5"
Environmental Design and Management,Quantity Surveying,145,170,48.75,60.5,True,1,not admitted,"B2, B3, C4, C5, C4"
Basic Medical Science,Nursing Science,318,150,70.7,55.0,True,1,admitted,"C4, C6, B3, C5, C4"
Social Sciences,Political Science,169,180,39.35,62.5,True,2,not admitted,"B3, B2, C6, C4, C6"
Agriculture,Agricultural Economics and Extension,293,150,62.95,57.8,True,2,admitted,"B3, C4, A1, C4, C4"
Pharmacy,Doctor of Pharmacy,318,240,61.7,55.0,True,2,admitted,"C6, B3, C4, B2, C6"
Education,Physics Education,241,150,67.15,53.6,True,1,admitted,"B3, C5, A1, B3, B2"
Law,Law,171,240,38.65,55.0,True,2,not admitted,"C4, C5, C6, C5, B2"
College of Medicine,Medicine and Surgery,140,260,41.0,55.0,True,2,not admitted,"B2, B2, B3, C4, C4"
Engineering,Computer Engineering,278,200,60.7,64.3,True,2,not admitted,"B3, C5, C5, A1, B2"
Social Sciences,Criminology and Security Studies,343,200,66.45,55.0,True,2,admitted,"C6, C5, C5, A1, B3"
Education,Biology Education,140,150,46.0,55.0,True,1,not admitted,"B3, A1, C6, C5, C5"
Education,Mathematics Education,299,150,66.85,55.5,True,1,admitted,"B2, C6, B3, C6, C6"
Engineering,Computer Engineering,344,200,79.6,64.3,True,1,admitted,"B2, B3, C5, A1, C6"
College of Medicine,Medicine and Surgery,241,260,56.15,55.0,True,2,not admitted,"B3, C4, B2, A1, C5"
Engineering,Agricultural and Bio-Resources Engineering,178,160,42.7,55.0,True,2,not admitted,"B2, C5, C6, C4, B2"
Science,Geology,347,150,73.05,59.5,True,1,admitted,"C5, C6, C5, C4, C4"
Science,Industrial Chemistry,245,150,60.75,60.5,True,1,admitted,"C4, B3, C5, B3, C6"
College of Medicine,Medicine and Surgery,198,260,52.7,55.0,True,1,not admitted,"C4, C6, A1, C5, C6"
Arts,Linguistics and Language,206,150,52.9,55.0,True,1,not admitted,"C5, C6, C5, C6, A1"
Communications and Media Studies,Journalism,291,150,59.65,64.0,True,2,not admitted,"C4, C4, A1, C5, C5"
Pharmacy,Doctor of Pharmacy,204,240,61.6,55.0,True,1,not admitted,"B2, B3, B2, A1, C6"
Law,Law,140,240,51.0,55.0,True,1,not admitted,"B2, A1, B3, C6, B3"
Science,Computer Science,224,200,56.6,65.3,True,1,not admitted,"C6, B3, C5, B2, C6"
Law,Law,213,240,51.95,55.0,True,1,not admitted,"C5, B2, C6, C6, C6"
Engineering,Meterials and Metallurgical Engineering,318,150,67.7,55.0,True,2,admitted,"B2, B3, A1, C6, B3"
Law,Law,304,240,63.6,55.0,True,2,admitted,"A1, C4, B3, B3, C6"
Management Sciences,Business Administration,335,200,80.25,55.0,True,1,admitted,"B3, A1, B2, C5, C4"
Law,Law,279,240,60.85,55.0,True,2,admitted,"B3, B3, C5, B3, B2"
Agriculture,Soil Science and Land Resources Management,253,150,52.95,55.0,True,2,not admitted,"A1, C6, C6, B3, C4"
Science,Physics,283,150,61.45,56.5,True,2,admitted,"A1, C4, A1, C6, C4"
Communications and Media Studies,Journalism,172,150,48.8,64.0,True,2,not admitted,"C5, B2, A1, A1, B3"
Agriculture,Animal Production and Health,234,150,64.1,61.3,True,1,admitted,"B2, B2, B2, C6, C4"
Communications and Media Studies,Journalism,156,150,38.4,64.0,True,2,not admitted,"B2, C5, C6, C4, B3"
Social Sciences,Psychology,243,150,52.45,64.5,True,2,not admitted,"C4, C6, B2, C5, B2"
Management Sciences,Accounting,276,200,58.4,55.0,True,2,admitted,"B3, C4, B2, C5, C4"
Engineering,Agricultural and Bio-Resources Engineering,224,160,62.6,55.0,True,1,admitted,"A1, B2, C6, C5, B2"
Agriculture,Animal Production and Health,231,150,57.65,61.3,True,2,not admitted,"A1, A1, C6, B3, A1"
Agriculture,Soil Science and Land Resources Management,162,150,44.3,55.0,True,2,not admitted,"C4, B2, B2, B3, C4"
Science,Chemistry,311,150,61.65,62.5,True,2,not admitted,"C6, B2, C6, B3, B3"
Pharmacy,Doctor of Pharmacy,339,240,86.85,55.0,True,1,admitted,"A1, A1, B2, B3, B2"
Basic Medical Science,Physiology,257,180,51.55,61.5,True,2,not admitted,"C5, C4, C4, C4, C5"
Education,Mathematics Education,174,150,43.1,55.5,True,2,not admitted,"B3, C4, C4, C4, B3"
Environmental Design and Management,Architecture,327,210,65.05,66.25,True,2,not admitted,"B3, C5, C6, B2, B3"
Law,Law,282,240,70.3,55.0,True,1,admitted,"A1, B3, C5, C4, C4"
Communications and Media Studies,Mass Communication,214,220,51.1,66.3,True,2,not admitted,"B3, B2, B3, C5, B3"
Arts,History and International Studies,215,180,61.25,67.8,True,1,not admitted,"A1, C4, C5, C5, A1"
Social Sciences,Geography,204,150,50.6,55.0,True,2,not admitted,"B2, B2, C4, A1, C6"
Basic Medical Science,Nursing Science,191,150,53.65,55.0,True,1,not admitted,"C6, C6, B3, C4, A1"
Basic Medical Science,Anatomy,301,180,63.15,63.3,True,2,not admitted,"A1, A1, C4, C6, C5"
Arts, English and Literary Studies,323,150,62.45,55.0,True,2,admitted,"C5, C5, C6, B3, B2"
Environmental Design and Management,Urban and Regional Planning,344,150,78.6,56.0,True,1,admitted,"B3, B3, C5, C5, B2"
Agriculture,Agricultural Economics and Extension,312,150,77.8,57.8,True,1,admitted,"C4, C5, A1, B3, A1"
Basic Medical Science,Medical Laboratory Science,200,200,56.0,72.3,True,1,not admitted,"C6, B2, C6, A1, C4"
Agriculture,Water Resources Management and Agrometeorology,140,150,45.0,55.0,True,1,not admitted,"B3, C5, C5, C5, B3"
College of Medicine,Medicine and Surgery,350,260,83.5,55.0,True,1,admitted,"B3, A1, B3, C6, A1"
Engineering,Agricultural and Bio-Resources Engineering,227,160,56.05,55.0,True,1,admitted,"B3, C6, C5, C5, C4"
Science,Statistics,157,150,39.55,54.5,True,2,not admitted,"A1, C6, C4, C4, C4"
Law,Law,157,240,56.55,55.0,True,1,not admitted,"B3, B2, C4, A1, B2"
Engineering,Civil Engineering,281,200,58.15,65.0,True,2,not admitted,"A1, C4, C4, C5, C5"
Management Sciences,Finance,189,160,55.35,55.0,True,1,admitted,"A1, B3, C5, C6, B3"
Arts,Linguistics and Language,202,150,53.3,55.0,True,2,not admitted,"A1, B3, A1, B2, C5"
Management Sciences,Business Administration,147,200,45.05,55.0,True,2,not admitted,"B2, A1, C6, B2, A1"
Social Sciences,Demography and Social Statistics,182,150,53.3,60.5,True,1,not admitted,"C4, C5, A1, B3, C6"
Agriculture,Crop Science and Horticulture,304,150,73.6,57.3,True,1,admitted,"B3, C4, B2, B2, C6"
Agriculture,Agricultural Economics and Extension,323,150,65.45,57.8,True,2,admitted,"A1, C5, B2, C6, C4"
Science,Geology,344,150,73.6,59.5,True,2,admitted,"A1, C4, C4, B3, A1"
Environmental Design and Management,Urban and Regional Planning,288,150,74.2,56.0,True,1,admitted,"A1, B3, C5, C4, A1"
College of Medicine,Medicine and Surgery,260,260,66.0,55.0,True,1,admitted,"C4, B3, C5, A1, C5"
Environmental Design and Management,Estate Management,274,160,70.1,57.5,True,1,admitted,"A1, C4, B3, C5, B3"
Engineering,Mechatronics Engineering,325,220,67.75,65.0,True,1,admitted,"C5, C6, C5, C4, C6"
