<<<<<<< HEAD
faculty,department,utme_score,screening_score,olevel_passed,admitted,olevel_grades
Environmental Science,Industrial Design,318,79.75,True,admitted,"B2, A1, B3, C5, C4"
Scool of Library Archival and Information Science,Library and information Science,192,66.0,True,not admitted,"B3, A1, C4, C4, A1"
Social Sciences,Psychology,192,59.0,False,not admitted,"C5, C4, C4, B2, C5"
Scool of Library Archival and Information Science,Library and information Science,236,73.5,False,not admitted,"C4, A1, B3, B2, A1"
Science,Mathematics,132,47.5,True,not admitted,"C5, C6, C6, C5, B2"
Social Sciences,Geography and Planning,174,64.75,False,not admitted,"A1, B3, A1, B3, C4"
Science,Biochemistry,276,68.5,True,admitted,"C4, C6, B3, C5, B3"
Arts,Islamic Studies,145,51.12,True,not admitted,"C6, C6, C5, B3, B2"
Environmental Science,Fine Arts,168,59.0,True,not admitted,"A1, C6, B3, B3, C4"
Communication and Media Studies,Mass Communication,262,65.75,False,not admitted,"C5, C6, C6, B3, B2"
Arts,Philosophy,225,67.12,True,admitted,"B2, C5, A1, C4, C4"
Agriculture,Agricultural Economics,387,84.38,False,not admitted,"C6, C4, C4, B3, B2"
Scool of Library Archival and Information Science,Library and information Science,168,58.0,False,not admitted,"A1, C4, C4, C6, B3"
Management Sciences,Marketing,329,78.12,True,admitted,"A1, C4, B3, C4, C6"
Agriculture,Agricultural Extension & Rural Development,353,79.12,False,not admitted,"C6, C6, A1, C6, A1"
College of MEdicine,Physiology,331,68.38,False,not admitted,"C6, C6, C4, C6, C6"
Education,Physics Education,176,58.0,False,not admitted,"C5, C5, B2, C4, B3"
Social Sciences,Political Science,313,81.12,True,admitted,"A1, C5, B2, B2, B3"
Science,Physics,336,83.0,False,not admitted,"A1, C4, B2, C6, A1"
Communication and Media Studies,Mass Communication,320,79.0,True,admitted,"B2, C6, B2, C5, A1"
Engineering,Mechanical Engineering,326,80.75,True,admitted,"B2, B3, B3, A1, C6"
Law,Common/Civil Law,264,70.0,True,admitted,"C4, C4, C6, A1, B3"
Environmental Science,Environmental Management,222,65.75,False,not admitted,"C4, C4, A1, C5, B3"
Social Sciences,Economics,123,50.38,True,not admitted,"C6, A1, B2, C6, C5"
Arts,Theatre Arts,357,80.62,True,admitted,"B3, C4, C5, C4, B3"
Environmental Science,Fine Arts,234,77.25,False,not admitted,"A1, A1, B3, A1, A1"
Scool of Transport,Logistics and Supply Chain Management,164,59.5,True,not admitted,"C6, C4, B3, A1, B2"
Engineering,Chemical Engineering,225,66.12,False,not admitted,"B2, C5, B2, C5, B3"
Engineering,Chemical Engineering,248,65.0,True,admitted,"B2, C5, C5, C6, B3"
Social Sciences,Geography and Planning,166,57.75,False,not admitted,"C5, B3, C4, C4, B2"
Engineering,Civil Engineering,313,72.12,True,admitted,"C4, C5, C6, B2, C5"
Agriculture,Agricultural Extension & Rural Development,255,75.88,False,not admitted,"B3, A1, C4, A1, B2"
Social Sciences,Psychology,197,56.62,True,admitted,"C6, C4, B3, C4, C6"
Social Sciences,Psychology,269,77.62,True,admitted,"B2, C4, A1, B2, B2"
Communication and Media Studies,Mass Communication,339,76.38,True,admitted,"C4, C5, C5, C4, B3"
Agriculture,Crop Production,177,59.12,True,not admitted,"C6, B2, C5, A1, C4"
Social Sciences,Sociology,332,79.5,True,admitted,"C6, A1, C6, B3, A1"
Management Sciences,Public Administration,146,57.25,True,not admitted,"C6, C4, B2, A1, B3"
Agriculture,Crop Production,189,54.62,True,not admitted,"A1, C6, C6, C6, C5"
Science,Biochemistry,281,73.12,True,admitted,"C4, C5, B3, B3, B2"
Management Sciences,Industrial Relations and Human Resouce Management,274,65.25,True,admitted,"B2, C6, C6, C5, C5"
Education,French Education,172,63.5,True,not admitted,"C4, A1, C4, B3, A1"
Management Sciences,Insurance,249,66.12,True,admitted,"C5, B2, B3, C6, C4"
Science,Mathematics,257,72.12,True,admitted,"C5, B3, A1, B2, C4"
Scool of Library Archival and Information Science,Library and information Science,371,82.38,False,not admitted,"B3, A1, C6, C6, B3"
College of MEdicine,Nursing,328,84.0,False,not admitted,"B3, B3, B2, B3, A1"
Management Sciences,Banking and Finance,136,54.0,True,not admitted,"B2, C6, C6, B2, B2"
Engineering,Chemical Engineering,312,77.0,True,admitted,"C6, B3, C4, B3, A1"
Education,Geography Education,302,76.75,False,not admitted,"A1, C5, B3, B3, C4"
Law,Common/Islamic Law,306,79.25,False,not admitted,"B3, A1, C4, C5, A1"
Education,Mathematics Education,346,75.25,True,admitted,"B3, B3, C6, C6, C5"
Social Sciences,Political Science,187,56.38,True,not admitted,"C4, C5, C6, C6, A1"
College of MEdicine,Medicine & Surgery,338,75.25,True,admitted,"C5, C4, B3, C6, C4"
Social Sciences,Geography and Planning,216,60.0,True,admitted,"C6, C5, B2, C6, B3"
Scool of Transport,Logistics and Supply Chain Management,178,54.25,True,not admitted,"C5, C4, C5, C5, C4"
College of MEdicine,Medicine & Surgery,373,79.62,False,not admitted,"C5, C6, C6, B3, B2"
Law,Common/Islamic Law,140,56.5,False,not admitted,"A1, B2, B2, C6, C5"
Management Sciences,Public Administration,166,58.75,True,not admitted,"A1, C5, B2, C5, C4"
Education,Guidance & Counselling,193,65.12,True,not admitted,"B2, B2, C6, B3, A1"
College of MEdicine,Nursing,382,79.75,True,admitted,"B3, C6, C6, B3, C5"
College of MEdicine,Physiotherapy,354,86.25,False,not admitted,"A1, A1, B2, B3, C6"
Communication and Media Studies,Mass Communication,389,82.62,True,admitted,"B2, C6, B3, C4, C6"
Environmental Science,Quantity Surveying,339,83.38,False,not admitted,"B2, A1, B2, C4, C5"
Environmental Science,Environmental Management,153,60.12,True,not admitted,"B3, B2, B2, B3, C4"
Scool of Library Archival and Information Science,Library and information Science,314,80.25,False,not admitted,"B2, A1, C6, C4, A1"
Science,Physics,131,50.38,True,not admitted,"C5, B3, B2, C6, C5"
Agriculture,Agricultural Economics,353,87.12,True,admitted,"B2, A1, B2, C4, B3"
Scool of Transport,Transport Management and Operations,268,72.5,False,not admitted,"C6, C4, A1, C4, A1"
Engineering,Industrial Enginerring,244,67.5,True,admitted,"C6, B3, C6, B2, A1"
Arts,History and International studies,336,80.0,True,admitted,"B2, B3, C4, C4, C4"
Agriculture,Crop Production,207,64.88,True,admitted,"C6, B3, A1, B2, C4"
Engineering,Civil Engineering,169,61.12,True,not admitted,"A1, C5, B2, B3, C4"
Social Sciences,Economics,147,52.38,True,not admitted,"A1, C5, C5, C5, C5"
Management Sciences,Business Administration,214,63.75,True,admitted,"C5, B2, C6, C4, A1"
Communication and Media Studies,Mass Communication,319,75.88,False,not admitted,"C4, B2, C5, C5, B3"
Scool of Library Archival and Information Science,Library and information Science,341,79.62,True,admitted,"C4, B3, C6, A1, C4"
Environmental Science,Urban and Regional Planning,129,46.12,True,not admitted,"C6, C5, C6, B2, C6"
College of MEdicine,Physiology,371,87.38,False,not admitted,"C6, C5, A1, A1, A1"
Law,Common/Civil Law,233,66.12,False,not admitted,"C5, C6, B2, C4, A1"
Engineering,Chemical Engineering,339,83.38,True,admitted,"B3, C5, C4, A1, A1"
Communication and Media Studies,Mass Communication,145,57.12,True,not admitted,"B2, C4, A1, C5, C4"
Education,Special Education,210,66.25,True,admitted,"C6, B2, C4, B2, A1"
Management Sciences,Business Administration,180,69.5,True,not admitted,"B2, A1, B2, A1, B2"
College of MEdicine,Dentistry,283,71.38,True,admitted,"B2, B2, C5, C5, C5"
Social Sciences,Economics,257,69.12,True,admitted,"C5, C5, B3, A1, C4"
Engineering,Mechanical Engineering,366,78.75,True,admitted,"C6, C6, B3, A1, C6"
Scool of Library Archival and Information Science,Library and information Science,134,54.75,False,not admitted,"B3, C6, B2, C4, B2"
Scool of Library Archival and Information Science,Library and information Science,357,72.62,False,not admitted,"C6, C6, C6, C4, C5"
Scool of Library Archival and Information Science,Library and information Science,183,61.88,True,not admitted,"A1, B3, C5, C6, A1"
Environmental Science,Survey and Geo-Informatics,337,83.12,True,admitted,"B2, B3, C4, B3, B2"
Scool of Transport,Logistics and Supply Chain Management,317,77.62,True,admitted,"A1, B3, C6, C5, B2"
Engineering,Electronic and Computer Engineering,332,80.5,True,admitted,"A1, B3, C5, C6, A1"
Engineering,Industrial Enginerring,296,72.0,False,not admitted,"C6, C4, B2, C6, B2"
Agriculture,Agricultural Economics,154,56.25,False,not admitted,"B2, A1, C4, C5, C6"
Scool of Transport,Logistics and Supply Chain Management,142,58.75,True,not admitted,"C4, C5, A1, B3, A1"
Scool of Transport,Transport Management and Operations,250,69.25,True,admitted,"A1, A1, C4, C6, C5"
Management Sciences,Public Administration,312,79.0,True,admitted,"B3, A1, B3, C6, B2"
Scool of Transport,Logistics and Supply Chain Management,183,57.88,True,not admitted,"B3, B2, C5, C6, C4"
Social Sciences,Sociology,256,70.0,False,not admitted,"A1, C6, C4, A1, C5"
Scool of Library Archival and Information Science,Library and information Science,138,58.25,False,not admitted,"A1, B2, B3, C5, B3"
Agriculture,Crop Production,170,61.25,False,not admitted,"C5, C4, A1, C4, A1"
College of MEdicine,Nursing,360,82.0,True,admitted,"C5, C6, A1, C5, A1"
College of MEdicine,Dentistry,135,52.88,True,not admitted,"A1, C5, B3, C4, C6"
Communication and Media Studies,Mass Communication,178,54.25,False,not admitted,"A1, C4, C6, C6, C6"
Management Sciences,Industrial Relations and Human Resouce Management,339,75.38,True,admitted,"C5, C5, C6, A1, C5"
College of MEdicine,Pharmacy,391,94.88,True,admitted,"B2, A1, B2, A1, B3"
Scool of Transport,Logistics and Supply Chain Management,175,56.88,True,not admitted,"C5, B2, C5, C6, B2"
Agriculture,Agricultural Economics,345,88.12,False,not admitted,"B2, A1, B3, B3, A1"
Science,Botany,312,78.0,True,admitted,"C6, B2, A1, A1, C6"
Arts,English Language,196,58.5,True,admitted,"A1, C6, C5, C4, C5"
Management Sciences,Insurance,355,80.38,False,not admitted,"C4, A1, B3, C6, C5"
Law,Common/Civil Law,360,80.0,True,admitted,"C5, C4, C5, C5, A1"
Science,Science Laboratory Technology,245,66.62,True,admitted,"A1, C5, B2, C6, C5"
Communication and Media Studies,Mass Communication,307,78.38,False,not admitted,"A1, C6, B2, A1, C5"
Arts,Portuguese / English,249,66.12,True,admitted,"B2, B2, C6, C6, C4"
College of MEdicine,Dentistry,336,79.0,True,admitted,"C4, B3, B3, B3, C5"
College of MEdicine,Radiography & Radiation Science,295,68.88,True,admitted,"C4, C5, C4, C4, C6"
Engineering,Electronic and Computer Engineering,158,47.75,False,not admitted,"C6, C6, C4, C5, C6"
Education,Biology Education,175,55.88,True,not admitted,"C6, C5, C6, B2, B2"
Engineering,Civil Engineering,189,61.62,True,not admitted,"B2, C5, C4, C4, B2"
Management Sciences,Public Administration,147,52.38,True,not admitted,"C4, C6, C5, B3, B3"
Law,Common/Islamic Law,283,66.38,False,not admitted,"B3, B3, C6, C6, C6"
Law,Common/Islamic Law,249,75.12,True,admitted,"A1, A1, B3, C5, A1"
Scool of Transport,Logistics and Supply Chain Management,358,83.75,False,not admitted,"C4, B2, C4, C4, B2"
Education,Special Education,226,72.25,True,admitted,"A1, C5, A1, B2, B2"
Environmental Science,Survey and Geo-Informatics,262,74.75,True,admitted,"B3, B2, C4, B3, A1"
Agriculture,Agricultural Extension & Rural Development,238,67.75,False,not admitted,"A1, C5, B3, C5, B3"
Engineering,Civil Engineering,319,72.88,False,not admitted,"C4, C4, B2, C6, C6"
Management Sciences,Taxation,303,74.88,False,not admitted,"C4, C6, B2, B3, B3"
Communication and Media Studies,Mass Communication,148,51.5,True,not admitted,"C6, C5, C6, B2, B3"
Communication and Media Studies,Mass Communication,181,57.62,False,not admitted,"B3, A1, C5, C5, C6"
Agriculture,Agricultural Extension & Rural Development,340,83.5,True,admitted,"B2, B3, A1, B2, C6"
Law,Common/Civil Law,242,69.25,True,admitted,"C5, A1, C5, A1, C4"
College of MEdicine,Physiology,143,54.88,True,not admitted,"B2, B3, C5, C6, B2"
Agriculture,Agricultural Extension & Rural Development,261,72.62,False,not admitted,"C4, C4, B3, A1, B3"
Communication and Media Studies,Mass Communication,132,56.5,True,not admitted,"C5, C4, B2, B3, A1"
Communication and Media Studies,Mass Communication,160,53.0,True,not admitted,"C6, B3, B3, C5, C5"
Education,Computer Science Education,121,54.12,True,not admitted,"C6, C5, B3, A1, A1"
Education,Biology Education,169,58.12,False,not admitted,"B3, C4, C4, C4, B3"
Management Sciences,Taxation,219,69.38,True,admitted,"B2, B3, C4, B3, A1"
Arts,Theatre Arts,272,72.0,True,admitted,"A1, C4, C4, C6, B2"
Engineering,Aeronautical and Astronautical Engineering,331,84.38,True,admitted,"B3, C4, B2, B2, A1"
Social Sciences,Political Science,120,58.0,True,not admitted,"B3, A1, B3, B2, B3"
Social Sciences,Geography and Planning,126,48.75,False,not admitted,"C5, C6, C4, C6, A1"
Engineering,Civil Engineering,135,54.88,True,not admitted,"B3, C4, C5, C4, A1"
College of MEdicine,Physiotherapy,251,64.38,True,admitted,"C5, C6, B2, B3, C6"
Scool of Transport,Transport Management and Operations,286,72.75,False,not admitted,"B3, C6, C6, A1, B2"
Management Sciences,Insurance,171,59.38,False,not admitted,"C4, C5, B3, B3, B2"
Scool of Transport,Transport Management and Operations,147,58.38,True,not admitted,"B2, B2, A1, C4, C6"
Scool of Transport,Transport Management and Operations,361,86.12,True,admitted,"B2, C5, B3, B3, A1"
Science,Biochemistry,226,74.25,True,admitted,"B2, A1, C4, A1, A1"
Communication and Media Studies,Mass Communication,195,53.38,False,not admitted,"C5, C4, C6, C5, C6"
Management Sciences,Banking and Finance,185,57.12,True,not admitted,"C5, B3, C4, B3, C6"
Social Sciences,Economics,153,62.12,False,not admitted,"B3, C6, A1, A1, A1"
Environmental Science,Environmental Management,383,88.88,False,not admitted,"B3, A1, B3, B3, C4"
Scool of Transport,Logistics and Supply Chain Management,204,66.5,False,not admitted,"B3, B3, B2, C5, A1"
Environmental Science,Fine Arts,169,59.12,False,not admitted,"C6, B2, B3, B2, C4"
Scool of Library Archival and Information Science,Library and information Science,151,56.88,False,not admitted,"A1, B3, B2, C6, C5"
Agriculture,Agricultural Economics,304,80.0,True,admitted,"A1, A1, B3, B3, C5"
Education,English Education,189,61.62,True,not admitted,"C4, B2, C6, A1, C4"
Agriculture,Agricultural Economics,178,61.25,True,not admitted,"A1, B3, C6, B3, B3"
Arts,Arabic,336,82.0,False,not admitted,"C5, A1, B2, A1, C6"
Management Sciences,Business Administration,213,59.62,False,not admitted,"C6, B3, C5, B2, C6"
College of MEdicine,Medical Laboratory Science,296,73.0,False,not admitted,"C4, A1, C4, C6, C4"
Communication and Media Studies,Mass Communication,344,78.0,False,not admitted,"C5, C4, B3, B3, C5"
Environmental Science,Industrial Design,300,78.5,True,admitted,"C5, A1, A1, C4, B3"
Arts,Linguistics,292,82.5,True,admitted,"B3, A1, B2, A1, B2"
Social Sciences,Psychology,123,49.38,True,not admitted,"C4, B2, C4, C5, C6"
College of MEdicine,Physiotherapy,399,87.88,False,not admitted,"B2, C5, B3, C4, B3"
Arts,Linguistics,361,80.12,True,admitted,"C4, B3, B3, C4, C6"
Scool of Transport,Transport Management and Operations,141,53.62,True,not admitted,"C5, C6, B2, C4, B2"
Social Sciences,Psychology,307,81.38,True,admitted,"A1, C6, B2, B2, A1"
Education,Early Childhood Education,307,78.38,True,admitted,"C6, B2, B2, B3, B2"
Engineering,Mechanical Engineering,259,69.38,True,admitted,"B2, C5, B2, C4, C5"
Arts,Islamic Studies,227,68.38,False,not admitted,"C4, A1, B2, C4, C4"
Management Sciences,Public Administration,227,61.38,True,admitted,"B2, C5, C5, C6, C4"
Law,Common/Civil Law,121,55.12,False,not admitted,"B2, C6, A1, A1, C5"
Communication and Media Studies,Mass Communication,330,74.25,False,not admitted,"B2, C4, C5, C5, C6"
Arts,History and International studies,142,54.75,True,not admitted,"A1, C5, C5, B3, C4"
Social Sciences,Psychology,343,73.88,True,admitted,"C6, C5, B3, C5, C5"
Engineering,Chemical Engineering,344,84.0,True,admitted,"C5, B3, A1, A1, C4"
Law,Common/Civil Law,145,55.12,False,not admitted,"B2, C4, B2, C4, C6"
Environmental Science,Building,208,70.0,False,not admitted,"C5, A1, A1, B3, A1"
Management Sciences,Industrial Relations and Human Resouce Management,241,70.12,True,admitted,"B2, A1, A1, C6, C5"
Scool of Library Archival and Information Science,Library and information Science,385,88.12,False,not admitted,"B3, B3, A1, B2, C6"
Arts,Islamic Studies,332,78.5,True,admitted,"C4, B3, B2, C4, C5"
Communication and Media Studies,Mass Communication,155,54.38,True,not admitted,"C5, B3, B3, C4, C5"
Arts,Peace Studies,238,63.75,True,admitted,"A1, C5, C6, B3, C6"
Law,Common/Islamic Law,247,66.88,False,not admitted,"C6, B2, C4, C4, B3"
College of MEdicine,Pharmacology,370,79.25,False,not admitted,"C6, A1, C4, C6, C5"
Scool of Library Archival and Information Science,Library and information Science,373,84.62,False,not admitted,"B3, B3, C5, C4, B2"
Education,Yoruba Education,174,57.75,True,not admitted,"C6, C6, B2, A1, C4"
Environmental Science,Building,350,79.75,True,admitted,"B3, B3, C5, B3, C5"
Social Sciences,Economics,123,50.38,False,not admitted,"C5, B3, B3, C4, C5"
Management Sciences,Marketing,147,52.38,True,not admitted,"C5, C5, C6, C4, A1"
Science,Zoology,174,54.75,True,not admitted,"C5, C6, A1, C5, C5"
Management Sciences,Banking and Finance,127,57.88,False,not admitted,"A1, B3, B2, A1, C6"
Education,Technology & Vocational Education,309,78.62,True,admitted,"C5, B2, B3, B3, B2"
Science,Physics,349,81.62,False,not admitted,"B3, C4, C4, B2, C4"
Science,Zoology,270,66.75,True,admitted,"C4, C5, C6, A1, C6"
Arts,Linguistics,182,59.75,True,not admitted,"C4, A1, B3, C5, C5"
Scool of Transport,Transport Management and Operations,195,60.38,True,admitted,"B3, C5, C4, C6, A1"
Engineering,Chemical Engineering,247,60.88,True,admitted,"C5, C6, C5, C6, B3"
Science,Mathematics,183,64.88,False,not admitted,"B2, B3, B3, A1, C4"
Environmental Science,Fine Arts,224,67.0,True,admitted,"A1, B3, C4, C5, B3"
Social Sciences,Geography and Planning,146,55.25,True,not admitted,"C6, A1, C5, C4, B2"
Arts,Theatre Arts,181,61.62,True,not admitted,"A1, A1, B3, C5, C6"
Communication and Media Studies,Mass Communication,158,58.75,True,not admitted,"B3, C6, B2, C4, A1"
Scool of Transport,Transport Management and Operations,198,69.75,True,admitted,"C4, A1, A1, A1, B3"
Scool of Transport,Logistics and Supply Chain Management,327,79.88,True,admitted,"C4, B2, C5, C4, A1"
College of MEdicine,Pharmacology,300,76.5,False,not admitted,"B2, C5, B2, A1, C6"
College of MEdicine,Radiography & Radiation Science,332,82.5,True,admitted,"B2, B2, B2, B2, C6"
Social Sciences,Psychology,270,65.75,False,not admitted,"C5, C4, C4, C4, C6"
Social Sciences,Political Science,277,75.62,False,not admitted,"C4, A1, B3, B2, C4"
Management Sciences,Industrial Relations and Human Resouce Management,146,60.25,True,not admitted,"A1, B2, A1, B3, C6"
Science,Botany,170,53.25,True,not admitted,"C6, C4, C4, C6, B3"
Education,Physics Education,241,65.12,False,not admitted,"C4, A1, B3, C6, C6"
Social Sciences,Economics,286,77.75,True,admitted,"C6, A1, A1, B3, B2"
Education,Health Education,358,85.75,True,admitted,"C6, B3, B2, B2, A1"
Social Sciences,Political Science,363,90.38,True,admitted,"B2, B3, A1, A1, B3"
Social Sciences,Sociology,214,64.75,False,not admitted,"B3, B3, C4, C5, B2"
Communication and Media Studies,Mass Communication,171,61.38,False,not admitted,"C4, B2, B2, A1, C6"
Scool of Library Archival and Information Science,Library and information Science,225,58.12,True,admitted,"C6, C6, B3, C5, C5"
Management Sciences,Public Administration,126,61.75,False,not admitted,"A1, A1, B2, A1, C4"
Communication and Media Studies,Mass Communication,145,56.12,True,not admitted,"B2, B3, C5, A1, C6"
Environmental Science,Quantity Surveying,266,70.25,True,admitted,"B3, C6, A1, C6, B2"
Arts,Portuguese / English,316,79.5,False,not admitted,"B2, C6, B3, B2, B2"
Science,Zoology,221,65.62,False,not admitted,"B3, C5, B3, A1, C5"
Arts,History and International studies,252,65.5,True,admitted,"C6, C6, B2, B3, C4"
Scool of Transport,Logistics and Supply Chain Management,231,68.88,False,not admitted,"B3, C6, C4, A1, A1"
Social Sciences,Psychology,203,64.38,True,admitted,"A1, B3, C4, C5, B3"
College of MEdicine,Medical Laboratory Science,277,72.62,True,admitted,"C6, B2, C4, A1, C4"
Communication and Media Studies,Mass Communication,129,59.12,True,not admitted,"A1, A1, C6, B3, A1"
Law,Common/Civil Law,153,57.12,True,not admitted,"C5, A1, C4, B2, C5"
Law,Common/Civil Law,376,80.0,True,admitted,"C6, C5, C5, C4, B2"
Arts,Theatre Arts,307,79.38,True,admitted,"C4, A1, C4, C4, A1"
Education,Yoruba Education,385,83.12,True,admitted,"B2, C5, B3, C4, C6"
Communication and Media Studies,Mass Communication,292,71.5,True,admitted,"B3, C5, B2, C4, C6"
Engineering,Aeronautical and Astronautical Engineering,333,73.62,True,admitted,"C6, C6, C5, B3, B3"
Science,Zoology,167,54.88,True,not admitted,"C5, B2, C5, C6, B3"
Scool of Library Archival and Information Science,Library and information Science,135,48.88,False,not admitted,"C6, B3, C6, C6, B2"
Arts,History and International studies,311,82.88,True,admitted,"B2, B2, A1, C4, B2"
Scool of Library Archival and Information Science,Library and information Science,151,51.88,True,not admitted,"B2, C5, C4, C6, C5"
Arts,Islamic Studies,166,60.75,True,not admitted,"C6, A1, C5, B2, A1"
Engineering,Industrial Enginerring,277,70.62,True,admitted,"A1, A1, C6, C5, C6"
Scool of Transport,Transport Management and Operations,264,75.0,True,admitted,"B3, A1, C5, B3, A1"
Science,Biochemistry,166,52.75,True,not admitted,"C5, C4, C6, C5, B3"
Engineering,Mechanical Engineering,366,82.75,False,not admitted,"C4, A1, B2, C5, C6"
Scool of Transport,Transport Management and Operations,326,78.75,True,admitted,"B2, C4, C6, A1, C4"
Agriculture,Agricultural Extension & Rural Development,254,60.75,False,not admitted,"B3, C6, C6, C6, C5"
Scool of Transport,Logistics and Supply Chain Management,184,52.0,False,not admitted,"C5, C6, C6, C5, C4"
Communication and Media Studies,Mass Communication,227,68.38,True,admitted,"A1, C5, C5, A1, B3"
College of MEdicine,Medical Laboratory Science,161,58.12,True,not admitted,"B3, B3, B2, C5, C4"
Law,Common/Civil Law,193,61.12,False,not admitted,"C6, C4, B3, C4, A1"
Social Sciences,Psychology,383,86.88,True,admitted,"A1, C5, B3, B3, C4"
Arts,Theatre Arts,153,54.12,True,not admitted,"C4, C5, C5, C5, A1"
Agriculture,Crop Production,148,52.5,False,not admitted,"C4, C6, B2, B3, C6"
College of MEdicine,Medical Laboratory Science,207,59.88,True,admitted,"C5, C6, B2, C5, B3"
Arts,History and International studies,157,59.62,False,not admitted,"A1, C5, C4, B3, B2"
Agriculture,Animal Science,131,56.38,True,not admitted,"B2, A1, C5, C6, A1"
College of MEdicine,Physiology,307,79.38,False,not admitted,"A1, A1, C6, C5, A1"
Education,French Education,380,83.5,True,admitted,"C5, B3, C6, B2, B3"
Social Sciences,Geography and Planning,398,85.75,True,admitted,"C5, B3, B3, C5, B3"
Arts,Peace Studies,138,57.25,True,not admitted,"C5, C4, B2, B2, B2"
Scool of Transport,Transport Management and Operations,170,58.25,True,not admitted,"C5, C4, B2, C5, B2"
Environmental Science,Industrial Design,328,81.0,True,admitted,"B3, B3, C6, A1, B2"
Arts,Yoruba,319,77.88,True,admitted,"A1, A1, C5, C6, C4"
Scool of Transport,Logistics and Supply Chain Management,129,59.12,False,not admitted,"A1, B2, B3, B2, C4"
Social Sciences,Geography and Planning,125,59.62,False,not admitted,"C5, A1, B2, B2, A1"
Social Sciences,Political Science,372,81.5,True,admitted,"C4, C5, B2, C4, C5"
College of MEdicine,Pharmacology,141,44.62,False,not admitted,"C5, C5, C6, C6, C6"
Law,Common/Civil Law,162,55.25,True,not admitted,"B2, C6, C4, C4, C4"
College of MEdicine,Physiotherapy,392,91.0,True,admitted,"B2, B3, B2, A1, C5"
Management Sciences,Industrial Relations and Human Resouce Management,204,62.5,False,not admitted,"C4, B3, C6, C4, A1"
Management Sciences,Public Administration,136,58.0,False,not admitted,"B3, C5, A1, C4, A1"
Education,History Education,248,70.0,True,admitted,"B2, A1, C6, C6, A1"
Agriculture,Agricultural Extension & Rural Development,332,72.5,False,not admitted,"B3, C5, C6, C6, C4"
Communication and Media Studies,Mass Communication,143,52.88,True,not admitted,"C6, A1, C5, B2, C6"
Education,Economics Education,362,82.25,False,not admitted,"A1, C5, B2, C4, C6"
Social Sciences,Economics,174,58.75,False,not admitted,"C4, C5, B2, B3, C4"
Engineering,Mechanical Engineering,396,88.5,False,not admitted,"B2, C4, B2, C4, C4"
Engineering,Mechanical Engineering,249,69.12,False,not admitted,"A1, C4, C5, B3, C4"
Science,Fisheries and Aquatic Biology,332,82.5,True,admitted,"B2, C6, A1, B2, B3"
Management Sciences,Marketing,144,59.0,True,not admitted,"B3, B3, A1, C5, B2"
Education,Mathematics Education,175,60.88,False,not admitted,"B2, C6, A1, B2, C5"
College of MEdicine,Pharmacy,255,73.88,True,admitted,"C6, A1, B3, B2, A1"
Law,Common/Islamic Law,227,70.38,True,admitted,"B3, B3, A1, B3, B3"
Arts,Arabic,204,61.5,True,admitted,"C5, C5, B3, B2, C4"
College of MEdicine,Radiography & Radiation Science,374,81.75,False,not admitted,"C6, C5, A1, C6, B2"
Environmental Science,Industrial Design,161,60.12,False,not admitted,"C4, B3, B3, A1, C4"
Education,Arabic Education,138,59.25,True,not admitted,"B2, B3, C5, A1, B2"
Agriculture,Animal Science,134,54.75,True,not admitted,"B2, C6, C4, A1, C4"
College of MEdicine,Pharmacy,180,56.5,False,not admitted,"C6, C6, C4, B3, B2"
Communication and Media Studies,Mass Communication,275,71.38,True,admitted,"C6, B3, C5, B3, A1"
Social Sciences,Economics,243,74.38,False,not admitted,"C4, B3, B2, A1, A1"
Social Sciences,Political Science,252,71.5,True,admitted,"B2, C4, B3, B2, C4"
Management Sciences,Industrial Relations and Human Resouce Management,136,52.0,True,not admitted,"C4, B3, C4, B3, C6"
Management Sciences,Insurance,352,79.0,True,admitted,"B3, B2, C5, C6, C4"
Scool of Transport,Transport Management and Operations,301,77.62,False,not admitted,"C5, B3, A1, A1, C5"
Communication and Media Studies,Mass Communication,334,76.75,False,not admitted,"B2, B3, C6, C5, C4"
Engineering,Industrial Enginerring,349,82.62,True,admitted,"C6, C5, B3, A1, A1"
Scool of Transport,Transport Management and Operations,185,63.12,True,not admitted,"B2, B3, B3, C4, B3"
Scool of Library Archival and Information Science,Library and information Science,143,49.88,True,not admitted,"C6, C4, A1, C6, C6"
Agriculture,Agricultural Economics,396,88.5,True,admitted,"C4, B2, B2, B3, C5"
Communication and Media Studies,Mass Communication,207,63.88,False,not admitted,"B3, C6, C4, B3, A1"
Social Sciences,Psychology,237,76.62,True,admitted,"B3, A1, A1, B2, A1"
Scool of Library Archival and Information Science,Library and information Science,244,65.5,False,not admitted,"C4, B3, C5, B2, C6"
Scool of Library Archival and Information Science,Library and information Science,249,62.12,False,not admitted,"C6, C4, C4, C4, C6"
Agriculture,Agricultural Economics,380,81.5,True,admitted,"B3, A1, C5, C6, C6"
Engineering,Civil Engineering,188,62.5,True,not admitted,"B2, C5, B2, C4, B3"
Education,Early Childhood Education,386,92.25,False,not admitted,"B3, A1, B3, B3, A1"
Social Sciences,Geography and Planning,287,74.88,True,admitted,"A1, B3, B3, C5, C4"
College of MEdicine,Nursing,174,58.75,False,not admitted,"C4, C6, A1, A1, C6"
Agriculture,Animal Science,277,67.62,True,admitted,"B3, C6, C6, A1, C6"
Environmental Science,Environmental Management,346,86.25,True,admitted,"A1, B3, C4, A1, B3"
