Faculty,Department,UTME_Score,Screening_Score,Olevel_Valid,olevel_avg_points,admitted_numeric
Engineering,Electrical/Electronic Engineering,151,46.65,1,4.8,0
Social Sciences,Sociology,380,75.0,0,3.6,0
Engineering,Mechanical Engineering,223,67.45,1,6.8,1
Medicine,Physiology,219,54.85,1,4.4,1
Engineering,Computer Engineering,256,68.4,1,6.0,1
Agricultural Science,Forestry Resources and Wildlife Management,392,84.8,1,5.2,1
Law,Law,229,59.35,0,5.0,0
Education,Geography Education,144,44.6,1,4.6,0
Social Sciences,Sociology,274,69.1,1,5.6,1
Law,Law,331,72.65,1,4.6,1
Management Sciences,Banking and Finance,277,75.55,1,6.8,1
Science,Chemistry,186,58.9,1,6.2,1
Agricultural Science,Animal Production & Health Sciences,191,51.65,0,4.6,0
Law,Law,290,65.5,0,4.4,0
Agricultural Science,"Crop, Horticulture and Landscape Design",185,55.75,1,5.6,1
Science,Chemistry,394,82.1,0,4.6,0
Agricultural Science,Soil Resources and Environmental Management,335,75.25,1,5.0,1
Engineering,Computer Engineering,339,83.85,1,6.6,1
Medicine,Anatomy,392,76.8,0,3.6,0
Management Sciences,Banking and Finance,330,74.5,0,5.0,0
Law,Law,191,55.65,0,5.4,0
Arts,Yoruba,244,64.6,1,5.6,1
Engineering,Computer Engineering,265,57.75,0,3.6,0
Education,Building and Woodwork Technology,244,67.6,1,6.2,1
Science,Microbiology,391,86.65,0,5.6,0
Management Sciences,Cooperative Studies,393,84.95,0,5.2,0
Agricultural Science,Animal Production & Health Sciences,313,78.95,0,6.4,0
Management Sciences,Marketing,394,83.1,0,4.8,0
Medicine,Nursing,377,90.55,1,6.8,1
Education,"Test, Measurement and Evaluation",297,70.55,1,5.2,1
Medicine,Medicine and Surgery,384,87.6,0,6.0,0
Law,Law,238,58.7,0,4.6,0
Education,Education History,268,66.2,0,5.2,0
Arts,Linguistics & Nigerian Languages,235,50.25,0,3.0,0
Management Sciences,Entrepreneurship,396,86.4,0,5.4,0
Law,Law,278,65.7,0,4.8,0
Medicine,Physiology,317,65.55,0,3.6,0
Arts,Islamic Religious Studies/Arabic,242,62.3,1,5.2,1
Social Sciences,Political Science,310,78.5,1,6.4,1
Agricultural Science,Fisheries and Aquaculture Management,346,77.9,1,5.2,1
Engineering,Mechanical Engineering,212,60.8,1,5.8,1
Agricultural Science,Soil Resources and Environmental Management,262,63.3,1,4.8,1
Engineering,Civil Engineering,392,82.8,0,4.8,0
Education,Basic/Integrated Science Education,195,46.25,0,3.4,0
Education,Educational Technology,296,68.4,1,4.8,1
Science,Physics,167,55.05,1,6.0,1
Science,Industrial Chemistry,299,74.85,1,6.0,1
Social Sciences,Tourism Studies,393,84.95,1,5.2,1
Law,Law,367,77.05,1,4.4,1
Science,Physics,386,84.9,0,5.4,0
Agricultural Science,Agricultural Economics and Extension Services,388,88.2,1,6.0,1
Engineering,Mechanical Engineering,210,49.5,0,3.6,0
Education,Yoruba Education,205,57.75,1,5.4,1
Social Sciences,Sociology,221,57.15,1,4.8,1
Arts,French,246,62.9,0,5.2,0
Science,Geology,283,71.45,0,5.8,0
Engineering,Electrical/Electronic Engineering,233,60.95,1,5.2,1
Science,Computer Science,245,65.75,1,5.8,1
Science,Mathematics,373,77.95,0,4.4,0
Management Sciences,Insurance,326,76.9,1,5.6,1
Education,Physics Education,303,65.45,1,4.0,1
Engineering,Electrical/Electronic Engineering,193,57.95,0,5.8,0
Social Sciences,Economics,269,65.35,1,5.0,1
Arts,Theatre and Media Arts,182,54.3,1,5.4,1
Medicine,Anatomy,187,55.05,1,5.4,1
Arts,Theatre and Media Arts,175,46.25,0,4.0,0
Management Sciences,Business Administration,279,74.85,1,6.6,1
Social Sciences,Political Science,303,74.45,1,5.8,1
Education,Yoruba Education,360,75.0,0,4.2,0
Arts,Yoruba,163,47.45,0,4.6,0
Agricultural Science,Soil Resources and Environmental Management,253,63.95,0,5.2,0
Law,Law,391,87.65,1,5.8,1
Education,French Education,337,73.55,0,4.6,0
Management Sciences,Marketing,287,62.05,0,3.8,0
Social Sciences,Economics,231,64.65,1,6.0,1
Education,Business Education - Marketing,395,81.25,0,4.4,0
Science,Industrial Chemistry,167,49.05,0,4.8,0
Agricultural Science,Animal Production & Health Sciences,400,80.0,0,4.0,0
Engineering,Civil Engineering,304,65.6,0,4.0,0
Medicine,Nursing,287,60.05,0,3.4,0
Social Sciences,Economics,321,77.15,1,5.8,1
Science,Biochemistry,376,80.4,1,4.8,1
Education,Chemistry Education,280,70.0,0,5.6,0
Science,Science Laboratory Technology,362,85.3,1,6.2,1
Education,Geography Education,227,65.05,1,6.2,1
Law,Law,231,54.65,0,4.0,0
Engineering,Electrical/Electronic Engineering,248,64.2,0,5.4,0
Arts,Christian Religious Studies,189,54.35,1,5.2,1
Agricultural Science,Animal Production & Health Sciences,199,51.85,0,4.4,0
Arts,Yoruba,149,43.35,1,4.2,0
Engineering,Electrical/Electronic Engineering,203,55.45,0,5.0,0
Arts,History & International Studies,225,57.75,1,4.8,1
Arts,Theatre and Media Arts,194,53.1,1,4.8,1
Science,Science Laboratory Technology,392,79.8,0,4.2,0
Law,Law,281,69.15,1,5.4,1
Medicine,Anatomy,302,65.3,0,4.0,0
Education,Nursery & Primary/Early Childhood Education,326,68.9,0,4.0,0
Science,Geology,219,58.85,0,5.2,0
Medicine,Physiology,196,60.4,1,6.2,1
Arts,Islamic Religious Studies/Arabic,391,87.65,1,5.8,1
Education,Mechanical Technology,179,62.85,1,7.2,1
Arts,Yoruba,259,57.85,0,3.8,0
Arts,French,303,64.45,0,3.8,0
Science,Physics,258,65.7,0,5.4,0
Management Sciences,Industrial Relations and Personnel Management,256,62.4,0,4.8,0
Medicine,Physiology,356,79.4,0,5.2,0
Arts,Christian Religious Studies,295,66.25,0,4.4,0
Arts,English & Literary Studies,375,90.25,1,6.8,1
Engineering,Civil Engineering,143,44.45,1,4.6,0
Education,Business Education - Office Management,311,75.65,1,5.8,1
Education,Business Education - Marketing,257,68.55,0,6.0,0
Management Sciences,Actuarial Science,345,78.75,1,5.4,1
Education,Chemistry Education,217,53.55,0,4.2,0
Medicine,Nursing,381,83.15,0,5.2,0
Law,Law,299,74.85,0,6.0,0
Medicine,Medicine and Surgery,227,60.05,1,5.2,1
Education,Geography Education,232,62.8,0,5.6,0
Agricultural Science,"Crop, Horticulture and Landscape Design",254,60.1,0,4.4,0
Social Sciences,Psychology,286,65.9,1,4.6,1
Engineering,Mechanical Engineering,230,66.5,1,6.4,1
Agricultural Science,Forestry Resources and Wildlife Management,187,48.05,0,4.0,0
Medicine,Nursing,368,83.2,0,5.6,0
Management Sciences,Accounting,261,60.15,0,4.2,0
Science,Geo-Physics,351,74.65,1,4.4,1
Agricultural Science,"Crop, Horticulture and Landscape Design",162,49.3,0,5.0,0
Medicine,Medicine and Surgery,282,72.3,1,6.0,1
Medicine,Medicine and Surgery,233,59.95,1,5.0,1
Social Sciences,Sociology,274,62.1,0,4.2,0
Agricultural Science,"Crop, Horticulture and Landscape Design",391,80.65,1,4.4,1
Law,Law,231,62.65,1,5.6,1
Engineering,Electrical/Electronic Engineering,400,93.0,1,6.6,1
Agricultural Science,Soil Resources and Environmental Management,211,50.65,0,3.8,0
Social Sciences,Political Science,167,53.05,0,5.6,0
Education,Human Kinetics/Physical & Health Education,240,61.0,1,5.0,1
Science,Industrial Chemistry,200,52.0,0,4.4,0
Law,Law,258,62.7,0,4.8,0
Arts,Theatre and Media Arts,266,67.9,1,5.6,1
Social Sciences,Environmental Management,366,72.9,0,3.6,0
Social Sciences,Geography and Planning Science,319,74.85,1,5.4,1
Social Sciences,Sociology,214,61.1,1,5.8,1
Law,Law,247,65.05,1,5.6,1
Social Sciences,Economics,169,46.35,1,4.2,0
Law,Law,315,68.25,0,4.2,0
Agricultural Science,"Crop, Horticulture and Landscape Design",295,62.25,0,3.6,0
Management Sciences,Actuarial Science,313,67.95,0,4.2,0
Social Sciences,Environmental Management,190,53.5,0,5.0,0
Science,Industrial Chemistry,170,48.5,0,4.6,0
Medicine,Medicine and Surgery,186,45.9,0,3.6,0
Management Sciences,Actuarial Science,189,49.35,1,4.2,0
Social Sciences,Geography and Planning Science,259,65.85,1,5.4,1
Science,Mathematics,249,64.35,1,5.4,1
Education,Library and Information Science,243,60.45,1,4.8,1
Science,Statistics,219,53.85,1,4.2,1
Science,Statistics,282,67.3,1,5.0,1
Engineering,Mechanical Engineering,255,67.25,1,5.8,1
Education,Educational Management,241,59.15,0,4.6,0
Law,Law,204,56.6,1,5.2,1
Arts,Religious Studies,253,64.95,1,5.4,1
Engineering,Mechanical Engineering,192,57.8,0,5.8,0
Science,Industrial Chemistry,372,85.8,1,6.0,1
Arts,Islamic Religious Studies/Arabic,355,82.25,1,5.8,1
Law,Law,336,77.4,0,5.4,0
Agricultural Science,Agricultural Economics and Extension Services,395,80.25,0,4.2,0
Engineering,Mechanical Engineering,349,79.35,0,5.4,0
Agricultural Science,Fisheries and Aquaculture Management,376,76.4,0,4.0,0
Social Sciences,Psychology,220,57.0,0,4.8,0
Engineering,Mechanical Engineering,390,87.5,0,5.8,0
Agricultural Science,Forestry Resources and Wildlife Management,253,62.95,1,5.0,1
Social Sciences,Tourism Studies,321,65.15,0,3.4,0
Management Sciences,Insurance,197,56.55,1,5.4,1
Arts,Christian Religious Studies,205,52.75,1,4.4,1
Management Sciences,Entrepreneurship,223,62.45,1,5.8,1
Science,Statistics,365,81.75,1,5.4,1
Arts,Yoruba,185,46.75,0,3.8,0
Social Sciences,Sociology,246,67.9,1,6.2,1
Medicine,Physiology,374,85.1,0,5.8,0
Law,Law,342,80.3,1,5.8,1
Agricultural Science,Animal Production & Health Sciences,218,56.7,0,4.8,0
Social Sciences,Tourism Studies,221,60.15,0,5.4,0
Agricultural Science,Soil Resources and Environmental Management,239,56.85,0,4.2,0
Science,Geology,297,74.55,0,6.0,0
Management Sciences,Industrial Relations and Personnel Management,246,63.9,1,5.4,1
Law,Law,345,79.75,0,5.6,0
Social Sciences,Sociology,280,74.0,1,6.4,1
Arts,History & International Studies,198,48.7,0,3.8,0
Engineering,Mechanical Engineering,277,60.55,1,3.8,1
Agricultural Science,Soil Resources and Environmental Management,310,78.5,1,6.4,1
Social Sciences,Geography and Planning Science,158,50.7,0,5.4,0
Education,Adult Education,194,48.1,0,3.8,0
Agricultural Science,"Crop, Horticulture and Landscape Design",329,78.35,1,5.8,1
Management Sciences,Business Administration,288,64.2,0,4.2,0
Science,Science Laboratory Technology,265,56.75,0,3.4,0
Management Sciences,Cooperative Studies,312,78.8,1,6.4,1
Social Sciences,Environmental Management,213,59.95,1,5.6,1
Agricultural Science,Agricultural Economics and Extension Services,304,70.6,0,5.0,0
Education,Business Education - Office Management,378,78.7,1,4.4,1
Management Sciences,Actuarial Science,242,58.3,1,4.4,1
Science,Industrial Chemistry,172,49.8,1,4.8,0
Engineering,Computer Engineering,249,65.35,1,5.6,1
Engineering,Computer Engineering,297,68.55,1,4.8,1
Engineering,Mechanical Engineering,286,69.9,1,5.4,1
Education,Education History,151,43.65,1,4.2,0
Social Sciences,Sociology,194,56.1,1,5.4,1
Engineering,Electrical/Electronic Engineering,212,62.8,1,6.2,1
Agricultural Science,Fisheries and Aquaculture Management,253,60.95,0,4.6,0
Science,Zoology,398,80.7,0,4.2,0
Management Sciences,Cooperative Studies,220,57.0,0,4.8,0
Arts,Linguistics & Nigerian Languages,271,70.65,1,6.0,1
Law,Law,180,54.0,1,5.4,1
Arts,Theatre and Media Arts,231,50.65,0,3.2,0
Law,Law,246,63.9,0,5.4,0
Law,Law,201,52.15,0,4.4,0
Arts,History & International Studies,354,84.1,1,6.2,1
Law,Law,267,67.05,0,5.4,0
Social Sciences,Political Science,325,71.75,0,4.6,0
Arts,Yoruba,355,69.25,0,3.2,0
Management Sciences,Cooperative Studies,326,78.9,0,6.0,0
Agricultural Science,"Crop, Horticulture and Landscape Design",290,68.5,1,5.0,1
Law,Law,266,61.9,0,4.4,0
Law,Law,196,53.4,0,4.8,0
Science,Zoology,334,75.1,1,5.0,1
Medicine,Nursing,166,48.9,1,4.8,0
Law,Law,157,51.55,0,5.6,0
Agricultural Science,Forestry Resources and Wildlife Management,309,74.35,1,5.6,1
Law,Law,229,57.35,1,4.6,1
Education,Economics Education,238,58.7,0,4.6,0
Science,Statistics,392,77.8,0,3.8,0
Arts,English & Literary Studies,209,53.35,0,4.4,0
Science,Statistics,381,83.15,0,5.2,0
Agricultural Science,Agricultural Economics and Extension Services,316,76.4,1,5.8,1
Agricultural Science,Animal Production & Health Sciences,287,64.05,0,4.2,0
Arts,History & International Studies,179,47.85,0,4.2,0
Education,Agricultural Education,331,78.65,1,5.8,1
Law,Law,308,66.2,1,4.0,1
Agricultural Science,Agricultural Economics and Extension Services,336,72.4,0,4.4,0
Engineering,Computer Engineering,248,63.2,0,5.2,0
Engineering,Electrical/Electronic Engineering,373,76.95,0,4.2,0
Education,Building and Woodwork Technology,221,57.15,1,4.8,1
Science,Statistics,356,80.4,1,5.4,1
Engineering,Electrical/Electronic Engineering,279,56.85,1,3.0,1
Engineering,Electrical/Electronic Engineering,259,65.85,0,5.4,0
Social Sciences,Tourism Studies,387,78.05,0,4.0,0
Medicine,Medicine and Surgery,393,82.95,1,4.8,1
Management Sciences,Banking and Finance,342,77.3,0,5.2,0
Science,Science Laboratory Technology,352,80.8,0,5.6,0
Management Sciences,Marketing,350,79.5,1,5.4,1
Agricultural Science,Fisheries and Aquaculture Management,388,85.2,1,5.4,1
Engineering,Civil Engineering,181,49.15,0,4.4,0
Law,Law,354,70.1,0,3.4,0
Arts,History & International Studies,318,77.7,1,6.0,1
Social Sciences,Geography and Planning Science,326,75.9,1,5.4,1
Agricultural Science,Animal Production & Health Sciences,170,46.5,0,4.2,0
Education,Chemistry Education,206,57.9,1,5.4,1
Medicine,Nursing,251,65.65,0,5.6,0
Science,Statistics,334,73.1,1,4.6,1
Science,Physics,315,70.25,0,4.6,0
Agricultural Science,Agricultural Economics and Extension Services,203,51.45,0,4.2,0
Engineering,Mechanical Engineering,180,54.0,0,5.4,0
Law,Law,268,62.2,0,4.4,0
Science,Statistics,280,64.0,0,4.4,0
Education,Educational Management,303,65.45,0,4.0,0
Arts,Theatre and Media Arts,378,75.7,0,3.8,0
Science,Mathematics,396,87.4,1,5.6,1
Law,Law,247,64.05,1,5.4,1
Medicine,Physiology,198,57.7,1,5.6,1
Agricultural Science,Soil Resources and Environmental Management,355,70.25,0,3.4,0
Social Sciences,Economics,363,72.45,0,3.6,0
Medicine,Medicine and Surgery,254,59.1,0,4.2,0
Arts,History & International Studies,277,64.55,1,4.6,1
Management Sciences,Business Administration,342,78.3,1,5.4,1
Arts,Theatre and Media Arts,161,56.15,1,6.4,1
Social Sciences,Psychology,211,55.65,0,4.8,0
Management Sciences,Insurance,301,74.15,1,5.8,1
Science,Physics,318,68.7,0,4.2,0
Management Sciences,Industrial Relations and Personnel Management,321,75.15,1,5.4,1
Medicine,Nursing,241,60.15,1,4.8,1
Social Sciences,Economics,149,50.35,1,5.6,1
Agricultural Science,"Crop, Horticulture and Landscape Design",309,65.35,0,3.8,0
Law,Law,253,65.95,1,5.6,1
Science,Microbiology,368,82.2,1,5.4,1
Law,Law,155,48.25,0,5.0,0
Agricultural Science,Animal Production & Health Sciences,328,78.2,1,5.8,1
Education,Yoruba Education,247,61.05,0,4.8,0
Social Sciences,Environmental Management,276,69.4,0,5.6,0
Social Sciences,Tourism Studies,325,68.75,0,4.0,0
Social Sciences,Economics,379,81.85,0,5.0,0
Agricultural Science,Animal Production & Health Sciences,364,77.6,0,4.6,0
Management Sciences,Banking and Finance,203,54.45,0,4.8,0
Agricultural Science,Fisheries and Aquaculture Management,212,49.8,0,3.6,0
Social Sciences,Political Science,299,67.85,0,4.6,0
Education,Educational Technology,169,53.35,1,5.6,1
Law,Law,190,48.5,1,4.0,0
Engineering,Mechanical Engineering,170,49.5,0,4.8,0
Education,Economics Education,173,59.95,1,6.8,1
Science,Plant Sciences and Biotechnology,232,53.8,0,3.8,0
Agricultural Science,Soil Resources and Environmental Management,243,54.45,0,3.6,0
Science,Microbiology,151,44.65,0,4.4,0
Agricultural Science,Forestry Resources and Wildlife Management,337,83.55,1,6.6,1
Agricultural Science,Fisheries and Aquaculture Management,395,80.25,0,4.2,0
Agricultural Science,Soil Resources and Environmental Management,323,67.45,0,3.8,0
Social Sciences,Tourism Studies,329,76.35,1,5.4,1
Social Sciences,Sociology,236,54.4,0,3.8,0
Law,Law,211,57.65,0,5.2,0
Medicine,Medicine and Surgery,164,49.6,0,5.0,0
Engineering,Mechanical Engineering,183,59.45,1,6.4,1
Science,Chemistry,398,79.7,0,4.0,0
Science,Science Laboratory Technology,157,45.55,0,4.4,0
Science,Geo-Physics,220,62.0,1,5.8,1
Science,Industrial Chemistry,214,65.1,1,6.6,1
Social Sciences,Psychology,317,66.55,0,3.8,0
Science,Industrial Chemistry,267,65.05,1,5.0,1
Management Sciences,Industrial Relations and Personnel Management,145,50.75,1,5.8,1
Law,Law,386,87.9,1,6.0,1
Arts,Philosophy,236,59.4,1,4.8,1
Science,Microbiology,187,55.05,0,5.4,0
Law,Law,359,82.85,1,5.8,1
Agricultural Science,Animal Production & Health Sciences,252,56.8,1,3.8,1
Education,Physics Education,248,70.2,1,6.6,1
Management Sciences,Banking and Finance,218,58.7,0,5.2,0
Law,Law,152,54.8,1,6.4,1
Science,Science Laboratory Technology,156,45.4,1,4.4,0
Education,Electrical/Electronic Technology,236,60.4,0,5.0,0
Arts,Religious Studies,352,75.8,0,4.6,0
Engineering,Civil Engineering,197,55.55,1,5.2,1
Arts,Linguistics & Nigerian Languages,305,73.75,0,5.6,0
Arts,English & Literary Studies,289,65.35,0,4.4,0
Law,Law,167,47.05,0,4.4,0
Science,Geology,297,72.55,1,5.6,1
Education,Computer Science Education,203,60.45,0,6.0,0
Engineering,Mechanical Engineering,229,56.35,0,4.4,0
Medicine,Nursing,230,63.5,1,5.8,1
Engineering,Civil Engineering,239,55.85,0,4.0,0
Medicine,Medicine and Surgery,388,82.2,1,4.8,1
Law,Law,145,40.75,0,3.8,0
Agricultural Science,Fisheries and Aquaculture Management,221,54.15,0,4.2,0
Management Sciences,Entrepreneurship,336,79.4,1,5.8,1
Engineering,Computer Engineering,178,48.7,0,4.4,0
Engineering,Computer Engineering,254,60.1,0,4.4,0
Arts,French,355,80.25,0,5.4,0
Arts,Yoruba,279,70.85,1,5.8,1
Engineering,Mechanical Engineering,162,52.3,0,5.6,0
Engineering,Mechanical Engineering,332,71.8,0,4.4,0
Law,Law,346,71.9,0,4.0,0
Agricultural Science,Forestry Resources and Wildlife Management,230,61.5,1,5.4,1
Management Sciences,Accounting,315,77.25,1,6.0,1
Agricultural Science,Animal Production & Health Sciences,373,78.95,0,4.6,0
Agricultural Science,Soil Resources and Environmental Management,373,82.95,1,5.4,1
Arts,History & International Studies,189,51.35,0,4.6,0
Social Sciences,Political Science,340,73.0,1,4.4,1
Arts,Theatre and Media Arts,277,58.55,0,3.4,0
Engineering,Mechanical Engineering,329,77.35,1,5.6,1
Engineering,Mechanical Engineering,284,64.6,0,4.4,0
Agricultural Science,Fisheries and Aquaculture Management,364,73.6,0,3.8,0
Engineering,Mechanical Engineering,251,67.65,1,6.0,1
Law,Law,191,59.65,1,6.2,1
Management Sciences,Business Administration,265,72.75,1,6.6,1
Law,Law,176,55.4,0,5.8,0
Engineering,Mechanical Engineering,298,75.7,1,6.2,1
Engineering,Mechanical Engineering,204,64.6,1,6.8,1
Social Sciences,Political Science,343,73.45,0,4.4,0
Engineering,Civil Engineering,364,76.6,0,4.4,0
Medicine,Anatomy,189,47.35,0,3.8,0
Education,Educational Technology,319,78.85,1,6.2,1
Science,Mathematics,234,57.1,0,4.4,0
Social Sciences,Political Science,265,62.75,1,4.6,1
Education,Adult Education,208,49.2,0,3.6,0
Social Sciences,Sociology,144,41.6,0,4.0,0
Engineering,Electrical/Electronic Engineering,344,71.6,0,4.0,0
Agricultural Science,Soil Resources and Environmental Management,381,85.15,0,5.6,0
Agricultural Science,Soil Resources and Environmental Management,385,78.75,0,4.2,0
Engineering,Civil Engineering,181,53.15,1,5.2,1
Science,Geology,305,69.75,0,4.8,0
Science,Biochemistry,380,82.0,1,5.0,1
Social Sciences,Political Science,347,78.05,1,5.2,1
Arts,Religious Studies,252,62.8,0,5.0,0
Arts,Linguistics & Nigerian Languages,225,62.75,1,5.8,1
Law,Law,324,65.6,0,3.4,0
Agricultural Science,Forestry Resources and Wildlife Management,236,58.4,1,4.6,1
Arts,Yoruba,390,85.5,1,5.4,1
Management Sciences,Cooperative Studies,381,86.15,0,5.8,0
Law,Law,266,57.9,1,3.6,1
Engineering,Civil Engineering,399,84.85,0,5.0,0
Medicine,Nursing,329,75.35,1,5.2,1
Medicine,Medicine and Surgery,149,46.35,0,4.8,0
Medicine,Anatomy,144,48.6,0,5.4,0
Education,Education Arabic Studies,375,79.25,1,4.6,1
Medicine,Medicine and Surgery,260,60.0,0,4.2,0
Agricultural Science,Soil Resources and Environmental Management,229,61.35,0,5.4,0
Engineering,Civil Engineering,146,46.9,0,5.0,0
Arts,Islamic Religious Studies/Arabic,208,53.2,1,4.4,1
Engineering,Electrical/Electronic Engineering,253,65.95,0,5.6,0
Social Sciences,Economics,141,47.15,1,5.2,0
Engineering,Mechanical Engineering,289,65.35,0,4.4,0
Agricultural Science,"Crop, Horticulture and Landscape Design",166,48.9,0,4.8,0
Arts,English & Literary Studies,270,61.5,0,4.2,0
Law,Law,374,76.1,0,4.0,0
Arts,French,223,64.45,1,6.2,1
Management Sciences,Marketing,267,60.05,0,4.0,0
Arts,French,319,75.85,1,5.6,1
Management Sciences,Entrepreneurship,329,75.35,1,5.2,1
Medicine,Nursing,323,76.45,0,5.6,0
Social Sciences,Sociology,362,77.3,0,4.6,0
Social Sciences,Psychology,357,79.55,0,5.2,0
Education,Social Studies,374,86.1,1,6.0,1
Agricultural Science,Animal Production & Health Sciences,286,73.9,1,6.2,1
Arts,Linguistics & Nigerian Languages,223,62.45,0,5.8,0
Law,Law,250,58.5,0,4.2,0
Social Sciences,Psychology,191,53.65,1,5.0,1
Medicine,Anatomy,392,88.8,1,6.0,1
Science,Microbiology,148,53.2,1,6.2,1
Law,Law,239,50.85,0,3.0,0
Agricultural Science,Animal Production & Health Sciences,330,65.5,0,3.2,0
Social Sciences,Psychology,143,50.45,1,5.8,1
Education,Biology Education,199,53.85,1,4.8,1
Social Sciences,Tourism Studies,352,71.8,1,3.8,1
Education,Business Education - Office Management,171,55.65,1,6.0,1
Agricultural Science,Forestry Resources and Wildlife Management,303,70.45,0,5.0,0
Arts,French,352,72.8,0,4.0,0
Law,Law,381,79.15,0,4.4,0
Law,Law,373,83.95,1,5.6,1
Social Sciences,Economics,310,71.5,1,5.0,1
Law,Law,323,79.45,1,6.2,1
Social Sciences,Sociology,227,61.05,1,5.4,1
Agricultural Science,"Crop, Horticulture and Landscape Design",359,74.85,0,4.2,0
Arts,Islamic Religious Studies/Arabic,354,73.1,0,4.0,0
Management Sciences,Entrepreneurship,259,63.85,1,5.0,1
Medicine,Medicine and Surgery,234,64.1,0,5.8,0
Arts,Islamic Religious Studies/Arabic,186,55.9,0,5.6,0
Social Sciences,Geography and Planning Science,294,66.1,0,4.4,0
Management Sciences,Marketing,263,63.45,0,4.8,0
Medicine,Physiology,286,62.9,0,4.0,0
Arts,French,160,50.0,1,5.2,1
Arts,Islamic Religious Studies/Arabic,263,66.45,1,5.4,1
Science,Geology,232,51.8,0,3.4,0
Law,Law,270,61.5,0,4.2,0
Arts,Yoruba,316,75.4,1,5.6,1
Management Sciences,Cooperative Studies,268,68.2,0,5.6,0
Education,Adult Education,267,63.05,1,4.6,1
Law,Law,207,61.05,1,6.0,1
Arts,Theatre and Media Arts,305,74.75,0,5.8,0
Science,Physics,163,48.45,1,4.8,0
Agricultural Science,Agricultural Economics and Extension Services,298,69.7,1,5.0,1
Medicine,Anatomy,217,65.55,1,6.6,1
Social Sciences,Political Science,375,82.25,0,5.2,0
Medicine,Nursing,341,77.15,0,5.2,0
Science,Geo-Physics,306,64.9,0,3.8,0
Medicine,Nursing,310,64.5,0,3.6,0
Education,Electrical/Electronic Technology,239,59.85,0,4.8,0
Engineering,Electrical/Electronic Engineering,237,58.55,0,4.6,0
Management Sciences,Business Administration,170,40.5,0,3.0,0
Engineering,Electrical/Electronic Engineering,364,75.6,0,4.2,0
Law,Law,388,83.2,1,5.0,1
Agricultural Science,"Crop, Horticulture and Landscape Design",249,67.35,1,6.0,1
Management Sciences,Accounting,285,77.75,1,7.0,1
Arts,Linguistics & Nigerian Languages,329,73.35,1,4.8,1
Social Sciences,Geography and Planning Science,149,40.35,0,3.6,0
Arts,History & International Studies,155,49.25,0,5.2,0
Agricultural Science,Agricultural Economics and Extension Services,296,72.4,1,5.6,1
Education,Chemistry Education,186,60.9,1,6.6,1
Social Sciences,Psychology,330,81.5,1,6.4,1
Arts,Yoruba,221,64.15,1,6.2,1
Education,Geography Education,330,80.5,1,6.2,1
Engineering,Electrical/Electronic Engineering,380,79.0,0,4.4,0
Education,Educational Technology,229,64.35,1,6.0,1
Law,Law,388,83.2,1,5.0,1
Social Sciences,Sociology,398,77.7,0,3.6,0
Engineering,Computer Engineering,148,42.2,0,4.0,0
Law,Law,264,54.6,0,3.0,0
Agricultural Science,Agricultural Economics and Extension Services,289,65.35,0,4.4,0
Science,Chemistry,352,83.8,1,6.2,1
Medicine,Nursing,148,54.2,1,6.4,1
Medicine,Anatomy,205,56.75,1,5.2,1
Education,Education Christian Religious Studies,293,69.95,0,5.2,0
Agricultural Science,Forestry Resources and Wildlife Management,204,60.6,0,6.0,0
Social Sciences,Tourism Studies,256,65.4,1,5.4,1
Education,Guidance and Counselling,303,70.45,1,5.0,1
Social Sciences,Psychology,221,56.15,0,4.6,0
Medicine,Anatomy,359,75.85,0,4.4,0
Education,Business Education - Office Management,297,64.55,1,4.0,1
Education,Chemistry Education,275,71.25,0,6.0,0
Social Sciences,Geography and Planning Science,229,68.35,1,6.8,1
Management Sciences,Entrepreneurship,156,55.4,1,6.4,1
Arts,Religious Studies,158,51.7,1,5.6,1
Management Sciences,Insurance,367,79.05,1,4.8,1
Management Sciences,Industrial Relations and Personnel Management,279,58.85,0,3.4,0
Science,Mathematics,198,62.7,1,6.6,1
Management Sciences,Industrial Relations and Personnel Management,254,58.1,0,4.0,0
Management Sciences,Cooperative Studies,153,41.95,0,3.8,0
Education,Education Christian Religious Studies,253,67.95,0,6.0,0
Arts,Philosophy,332,76.8,0,5.4,0
Medicine,Nursing,270,66.5,0,5.2,0
Engineering,Electrical/Electronic Engineering,316,70.4,1,4.6,1
Law,Law,362,76.3,0,4.4,0
Engineering,Civil Engineering,310,68.5,0,4.4,0
Engineering,Mechanical Engineering,310,74.5,0,5.6,0
Law,Law,385,83.75,0,5.2,0
Arts,Linguistics & Nigerian Languages,319,64.85,0,3.4,0
Medicine,Medicine and Surgery,254,61.1,1,4.6,1
Agricultural Science,Soil Resources and Environmental Management,300,65.0,1,4.0,1
Medicine,Anatomy,313,73.95,1,5.4,1
Agricultural Science,Fisheries and Aquaculture Management,298,71.7,1,5.4,1
Medicine,Medicine and Surgery,155,45.25,1,4.4,0
Social Sciences,Geography and Planning Science,237,67.55,1,6.4,1
Social Sciences,Environmental Management,351,75.65,1,4.6,1
Education,Economics Education,383,86.45,1,5.8,1
Agricultural Science,Soil Resources and Environmental Management,209,53.35,0,4.4,0
Science,Biochemistry,243,59.45,1,4.6,1
Arts,Islamic Religious Studies/Arabic,268,65.2,1,5.0,1
Management Sciences,Business Administration,379,80.85,1,4.8,1
