faculty,department,utme_score,screening_score,olevel_passed,admitted,olevel_grades
Arts,Fine and Applied Arts,336,81.0,True,not admitted,"B3, A1, C6, B3, B3"
Law,Common Law,363,79.38,True,not admitted,"C5, A1, C4, C5, C6"
Information and Communication Technology,Computer Science,164,55.5,False,not admitted,"B2, C6, C4, C4, C4"
Pure and Applied Science,"Chemical, Geological and Physical Sciences",184,68.0,True,not admitted,"B3, B2, A1, B3, A1"
Agriculture,Agricultural Economics and Extension Services,313,77.12,True,not admitted,"B2, B3, A1, C5, C6"
Arts,Performing Arts and Film Studies,356,86.5,False,not admitted,"B3, B2, A1, C5, B2"
Pure and Applied Science,"Chemical, Geological and Physical Sciences",170,56.25,False,not admitted,"C4, C6, B3, C6, A1"
Management and Social Sciences,Economics and Development Studies,121,49.12,True,not admitted,"C5, C6, A1, B3, C6"
Allied Health Science,Environmental Health Science,362,81.25,False,not admitted,"B3, C6, C6, B3, A1"
Information and Communication Technology,Computer Science,276,70.5,True,not admitted,"B2, C5, C5, C6, A1"
Agriculture,Agricultural Economics and Extension Services,232,64.0,False,not admitted,"C6, B3, C6, B3, B2"
Education,Educational Management,263,69.88,True,not admitted,"C5, A1, C4, B2, C6"
Engineering and Technology,Civil and Environmental Engineering,253,65.62,False,not admitted,"C4, B2, C6, C4, C5"
Engineering and Technology,Materials Science and Engineering,329,80.12,True,not admitted,"C4, B2, B2, C6, B2"
Engineering and Technology,Materials Science and Engineering,340,78.5,False,not admitted,"C5, C5, B2, C4, B3"
Pure and Applied Science,Environmental Management and Toxicology,138,53.25,True,not admitted,"B2, C5, C5, C5, B2"
Engineering and Technology,Mechanical Engineering,302,69.75,True,not admitted,"C5, C4, C6, C6, B2"
Management and Social Sciences,Economics and Development Studies,135,59.88,True,not admitted,"A1, B3, B2, B3, B3"
Pure and Applied Science,"Chemical, Geological and Physical Sciences",328,73.0,False,not admitted,"C6, C5, C6, B3, B3"
Engineering and Technology,Electrical and Computer Engineering,334,81.75,True,not admitted,"C5, B2, A1, C5, B2"
Allied Health Science,Medical Laboratory Science,286,70.75,True,not admitted,"C5, C5, C6, B3, A1"
Agriculture,Crop Production,248,70.0,True,not admitted,"C4, A1, C5, A1, C5"
Information and Communication Technology,Mass Communication,306,76.25,False,not admitted,"B3, C5, B3, A1, C5"
Arts,Performing Arts and Film Studies,195,55.38,True,not admitted,"B3, C4, C6, C6, C5"
Agriculture,"Animal Production, Fisheries and Aquaculture",392,82.0,False,not admitted,"C6, C5, B2, C4, C5"
Pure and Applied Science,Zoology,252,72.5,True,not admitted,"A1, B3, C6, A1, B3"
Allied Health Science,Environmental Health Science,151,58.88,True,not admitted,"B3, B3, B3, A1, C5"
Pure and Applied Science,Chemistry and Industrial Chemistry,303,72.88,True,not admitted,"C6, B2, A1, C6, C5"
Law,Common Law,380,87.5,True,not admitted,"C5, A1, B2, B2, C5"
Education,Educational Management,379,89.38,True,not admitted,"B3, A1, B3, B2, C4"
Allied Health Science,Environmental Health Science,204,67.5,True,not admitted,"A1, A1, B3, C5, B3"
Allied Health Science,Public Health,357,87.62,True,not admitted,"B3, C6, A1, A1, A1"
Pure and Applied Science,Biochemistry,251,70.38,True,not admitted,"B3, B3, B3, C4, B3"
Allied Health Science,Environmental Health Science,163,54.38,True,not admitted,"B3, C6, C4, C4, C4"
Law,Business and Private Law,344,83.0,False,not admitted,"C6, A1, B3, B2, B3"
Pure and Applied Science,Geology and Mineral Sciences,214,70.75,False,not admitted,"A1, B2, B2, B2, C4"
Allied Health Science,Medical Laboratory Science,274,70.25,False,not admitted,"C6, A1, C6, A1, C5"
Arts,Fine and Applied Arts,362,82.25,True,not admitted,"B3, C4, C4, B2, C5"
Education,Early Childhood and Primary Education,339,78.38,True,not admitted,"C4, C5, B2, B3, C5"
Engineering and Technology,Mechanical Engineering,344,86.0,True,not admitted,"C5, A1, A1, C4, A1"
Allied Health Science,Medical Laboratory Science,155,60.38,True,not admitted,"C6, C4, A1, B2, A1"
Pure and Applied Science,Environmental Management and Toxicology,127,49.88,True,not admitted,"C4, C4, C6, C5, B2"
Engineering and Technology,Mechanical Engineering,274,79.25,True,not admitted,"A1, B2, B2, A1, C4"
Allied Health Science,Public Health,165,62.62,True,not admitted,"B3, C4, B3, A1, B2"
Pure and Applied Science,"Chemical, Geological and Physical Sciences",361,80.12,True,not admitted,"C5, B2, B3, C5, C5"
Management and Social Sciences,Tourism and Hospitality Management,397,82.62,False,not admitted,"A1, C6, C5, C4, C6"
Agriculture,Food Science and Technology,153,52.12,True,not admitted,"C5, C5, C5, C5, B2"
Pure and Applied Science,Zoology,317,78.62,False,not admitted,"B2, B3, C4, B2, C5"
Engineering and Technology,Materials Science and Engineering,206,55.75,True,not admitted,"C5, B3, C6, C5, C6"
Arts,"Religions, History and Heritage Studies",216,62.0,True,not admitted,"C4, C5, B3, B3, C5"
Engineering and Technology,Electrical and Computer Engineering,297,66.12,True,not admitted,"C5, C5, C5, C5, C6"
Education,Business and Entrepreneurship Education,129,55.12,False,not admitted,"B3, C4, B3, B2, C4"
Arts,Arabic and French,315,78.38,True,not admitted,"B3, C5, C6, A1, A1"
Pure and Applied Science,Biochemistry,125,48.62,True,not admitted,"B3, C4, B3, C6, C6"
Information and Communication Technology,Computer Science,324,67.5,True,not admitted,"C6, C6, C4, C6, C6"
Pure and Applied Science,Plant and Environmental Biology,280,68.0,True,not admitted,"C4, C4, B2, C6, C6"
Management and Social Sciences,Politics and Governance,380,84.5,True,not admitted,"C4, B2, C4, C4, C4"
Agriculture,Agricultural Economics and Extension Services,226,67.25,True,not admitted,"C6, A1, B3, C5, A1"
Management and Social Sciences,Politics and Governance,123,51.38,True,not admitted,"A1, C5, C4, B3, C6"
Allied Health Science,Public Health,219,63.38,True,not admitted,"C5, B3, C6, B3, B2"
Allied Health Science,Public Health,135,54.88,False,not admitted,"B2, C4, A1, C5, C5"
Information and Communication Technology,Library and Information Science,338,81.25,True,not admitted,"C4, B3, A1, C4, C4"
Pure and Applied Science,Microbiology,147,64.38,True,not admitted,"B3, B2, B2, A1, A1"
Arts,English Language and Linguistics,175,64.88,True,not admitted,"A1, B2, C5, A1, B3"
Engineering and Technology,Materials Science and Engineering,295,73.88,True,not admitted,"C5, C5, C5, A1, B2"
Allied Health Science,Medical Laboratory Science,305,76.12,False,not admitted,"B3, C5, B2, A1, C6"
Law,Common Law,227,71.38,True,not admitted,"C4, B2, C4, A1, A1"
Law,Jurisprudence and Public Law,246,63.75,True,not admitted,"C5, B3, C6, B3, C5"
Allied Health Science,Environmental Health Science,307,77.38,False,not admitted,"B2, B3, C5, B3, B3"
Law,Jurisprudence and Public Law,190,61.75,False,not admitted,"A1, B3, C4, B3, C6"
Education,Special Education,380,82.5,True,not admitted,"C5, B2, B2, C5, C6"
Allied Health Science,Medical Laboratory Science,315,72.38,True,not admitted,"B3, C5, B2, C6, C6"
Arts,Fine and Applied Arts,177,68.12,False,not admitted,"A1, A1, C4, A1, B2"
Allied Health Science,Public Health,281,77.12,True,not admitted,"C5, A1, A1, A1, C5"
Agriculture,"Animal Production, Fisheries and Aquaculture",202,62.25,True,not admitted,"C6, A1, C4, C4, B3"
Engineering and Technology,Aeronautics and Astronautics Engineering,225,60.12,True,not admitted,"C5, C6, C5, C6, A1"
Agriculture,Agricultural Economics and Extension Services,203,60.38,True,not admitted,"C5, C6, B2, C4, B3"
Arts,English Language and Linguistics,123,53.38,False,not admitted,"B3, B3, C5, B2, C4"
Information and Communication Technology,Library and Information Science,261,71.62,False,not admitted,"B3, C4, B2, A1, C6"
Arts,Performing Arts and Film Studies,204,67.5,False,not admitted,"A1, C4, A1, C5, B2"
Engineering and Technology,Mechanical Engineering,292,75.5,True,not admitted,"C4, C6, B3, B2, A1"
Management and Social Sciences,Tourism and Hospitality Management,386,90.25,False,not admitted,"C5, B2, B3, A1, B2"
Law,Business and Private Law,168,66.0,True,not admitted,"B3, A1, A1, B3, B2"
Pure and Applied Science,Mathematics and Statistics,330,78.25,False,not admitted,"C5, B2, A1, C4, C6"
Arts,English Language and Linguistics,192,59.0,True,not admitted,"C4, C5, C4, C5, B2"
Agriculture,Food Science and Technology,214,70.75,True,not admitted,"A1, B2, C4, A1, B3"
Law,Jurisprudence and Public Law,338,77.25,True,not admitted,"B2, B3, C5, C6, C4"
Engineering and Technology,Materials Science and Engineering,155,56.38,True,not admitted,"C6, C4, B3, C4, A1"
Information and Communication Technology,Computer Science,183,56.88,True,not admitted,"C5, C4, B2, C4, C6"
Pure and Applied Science,Plant and Environmental Biology,330,83.25,True,not admitted,"B3, C4, B3, B2, A1"
Law,Jurisprudence and Public Law,294,75.75,False,not admitted,"B3, B3, C5, B2, B3"
Management and Social Sciences,Business and Entrepreneurship,229,68.62,True,not admitted,"C5, A1, C6, A1, B2"
Management and Social Sciences,Politics and Governance,180,57.5,False,not admitted,"B3, B3, B3, C5, C6"
Engineering and Technology,Food and Agricultural Engineering,255,71.88,True,not admitted,"A1, B2, B2, C4, C6"
Management and Social Sciences,Tourism and Hospitality Management,208,62.0,True,not admitted,"C5, C6, B2, B2, C4"
Law,Jurisprudence and Public Law,239,64.88,True,not admitted,"A1, C5, C6, C5, B3"
Agriculture,Crop Production,393,87.12,False,not admitted,"C4, B2, C4, C4, B3"
Agriculture,"Animal Production, Fisheries and Aquaculture",183,53.88,False,not admitted,"C6, C5, C5, B3, C5"
Allied Health Science,Environmental Health Science,155,51.38,True,not admitted,"C6, C6, C6, B3, B2"
Engineering and Technology,Mechanical Engineering,286,77.75,False,not admitted,"B3, B3, B2, B2, B3"
Engineering and Technology,Civil and Environmental Engineering,191,63.88,True,not admitted,"C4, A1, B3, C6, A1"
Information and Communication Technology,Mass Communication,337,81.12,False,not admitted,"C4, B2, C5, A1, C4"
Allied Health Science,Public Health,330,75.25,True,not admitted,"C6, C4, B3, B3, C5"
Allied Health Science,Public Health,350,83.75,False,not admitted,"C4, A1, B2, B2, C6"
Information and Communication Technology,Library and Information Science,189,67.62,True,not admitted,"C4, A1, B3, B2, A1"
Education,Educational Management,307,78.38,True,not admitted,"C4, C4, B2, B3, B2"
Pure and Applied Science,Geology and Mineral Sciences,126,60.75,True,not admitted,"B3, A1, A1, A1, C4"
Law,Jurisprudence and Public Law,125,50.62,True,not admitted,"B2, B3, C5, C5, C5"
Allied Health Science,Public Health,377,83.12,False,not admitted,"B3, A1, B3, C6, C6"
Education,Special Education,340,81.5,True,not admitted,"C4, B2, B2, C5, B3"
Allied Health Science,Environmental Health Science,142,59.75,True,not admitted,"B2, C6, B2, B2, A1"
Information and Communication Technology,Computer Science,200,68.0,False,not admitted,"B3, A1, B3, B3, B2"
Law,Jurisprudence and Public Law,187,57.38,True,not admitted,"C6, B3, B2, C6, C4"
Education,Arts and Science Education,289,78.12,True,not admitted,"C5, B2, B2, A1, B3"
Allied Health Science,Environmental Health Science,263,64.88,True,not admitted,"C5, C5, B2, C6, C5"
Education,Human Kinetic and Health Education,141,56.62,False,not admitted,"C6, A1, C6, A1, B2"
Pure and Applied Science,Chemistry and Industrial Chemistry,205,61.62,True,not admitted,"C5, C6, B3, A1, C4"
Allied Health Science,Public Health,206,60.75,False,not admitted,"C5, C6, B2, A1, C6"
Arts,Fine and Applied Arts,357,85.62,True,not admitted,"A1, A1, C5, A1, C6"
Agriculture,Agricultural Economics and Extension Services,329,77.12,True,not admitted,"C5, B3, C5, C5, A1"
Information and Communication Technology,Library and Information Science,165,59.62,True,not admitted,"B2, C4, A1, B3, C6"
Pure and Applied Science,Plant and Environmental Biology,157,63.62,True,not admitted,"C4, A1, A1, B2, B3"
Engineering and Technology,Materials Science and Engineering,287,69.88,True,not admitted,"B3, C5, B3, C4, C6"
Arts,English Language and Linguistics,334,77.75,True,not admitted,"B3, B3, C4, C6, B3"
Allied Health Science,Public Health,282,80.25,False,not admitted,"B3, B2, B2, B2, A1"
Management and Social Sciences,Accounting and Finance,335,76.88,True,not admitted,"A1, C5, C6, C6, B2"
Allied Health Science,Environmental Health Science,193,66.12,False,not admitted,"A1, B2, B3, C4, B3"
Law,Business and Private Law,190,58.75,True,not admitted,"C4, C6, C4, A1, C5"
Information and Communication Technology,Computer Science,200,68.0,False,not admitted,"B2, B3, B2, A1, C4"
Education,Special Education,271,71.88,True,not admitted,"B2, C5, C4, C4, B2"
Education,Business and Entrepreneurship Education,388,91.5,True,not admitted,"A1, B2, C4, B3, B2"
Allied Health Science,Medical Laboratory Science,168,59.0,True,not admitted,"B3, C4, C5, C4, A1"
Management and Social Sciences,Tourism and Hospitality Management,390,90.75,True,not admitted,"B2, B3, A1, C4, B3"
Information and Communication Technology,Library and Information Science,190,65.75,True,not admitted,"B3, B2, B3, B2, B3"
Education,Early Childhood and Primary Education,264,69.0,True,not admitted,"B2, B2, C5, C6, C4"
Arts,Performing Arts and Film Studies,397,94.62,True,not admitted,"B3, A1, B3, B2, A1"
Pure and Applied Science,Microbiology,280,78.0,False,not admitted,"B2, C4, A1, A1, C4"
Arts,Performing Arts and Film Studies,155,51.38,True,not admitted,"B3, C6, C6, C6, B2"
Engineering and Technology,Food and Agricultural Engineering,332,80.5,False,not admitted,"C4, B2, C5, C4, A1"
Engineering and Technology,Aeronautics and Astronautics Engineering,395,85.38,True,not admitted,"B3, A1, C4, C5, C6"
Law,Business and Private Law,292,79.5,True,not admitted,"B2, A1, B2, B3, C4"
Information and Communication Technology,Mass Communication,243,75.38,True,not admitted,"B3, B3, A1, A1, B2"
Pure and Applied Science,Mathematics and Statistics,219,64.38,True,not admitted,"C5, B2, B2, B3, C6"
Information and Communication Technology,Library and Information Science,204,61.5,True,not admitted,"C4, C6, C4, A1, C4"
Allied Health Science,Medical Laboratory Science,395,85.38,False,not admitted,"C5, C6, A1, C5, B2"
Law,Common Law,338,77.25,True,not admitted,"B2, C4, B2, C6, C6"
Engineering and Technology,Mechanical Engineering,254,67.75,False,not admitted,"B3, B3, B2, C5, C6"
Agriculture,"Animal Production, Fisheries and Aquaculture",341,76.62,True,not admitted,"C5, B3, C6, C6, A1"
Management and Social Sciences,Economics and Development Studies,297,75.12,True,not admitted,"C6, B3, C5, A1, B2"
Arts,Fine and Applied Arts,233,66.12,False,not admitted,"B2, C6, C5, B2, B3"
Education,Educational Management,220,59.5,True,not admitted,"C6, B3, C4, C4, C6"
Pure and Applied Science,Microbiology,156,51.5,True,not admitted,"C5, C4, C6, C4, C4"
Engineering and Technology,Electrical and Computer Engineering,398,81.75,True,not admitted,"C5, A1, C6, C5, C6"
Pure and Applied Science,Plant and Environmental Biology,349,76.62,False,not admitted,"B3, C6, C5, C6, B2"
Information and Communication Technology,Mass Communication,386,85.25,False,not admitted,"C4, C5, B2, C4, B3"
Education,Arts and Science Education,164,50.5,False,not admitted,"B3, C6, C5, C6, C5"
Allied Health Science,Environmental Health Science,372,88.5,False,not admitted,"B3, B2, A1, A1, C6"
Agriculture,"Animal Production, Fisheries and Aquaculture",373,80.62,False,not admitted,"C5, C4, C5, C5, B2"
Management and Social Sciences,Politics and Governance,207,63.88,True,not admitted,"B3, C4, B2, B3, C5"
Engineering and Technology,Electrical and Computer Engineering,398,85.75,False,not admitted,"C4, B2, B2, C5, C6"
Pure and Applied Science,Plant and Environmental Biology,150,52.75,True,not admitted,"B2, C6, C6, C4, B3"
Management and Social Sciences,Tourism and Hospitality Management,238,60.75,False,not admitted,"C4, C6, C4, C4, C6"
Education,Early Childhood and Primary Education,345,83.12,True,not admitted,"B2, C4, A1, C4, C4"
Education,Business and Entrepreneurship Education,273,68.12,True,not admitted,"B3, B2, C5, C6, C5"
Information and Communication Technology,Computer Science,324,72.5,False,not admitted,"C4, C5, B2, C6, C6"
Agriculture,Crop Production,329,76.12,True,not admitted,"C4, C4, C5, C4, B3"
Law,Common Law,386,79.25,True,not admitted,"B2, C5, C6, C5, C6"
Engineering and Technology,Civil and Environmental Engineering,278,69.75,True,not admitted,"C6, A1, C4, C4, C5"
Pure and Applied Science,Environmental Management and Toxicology,370,89.25,True,not admitted,"A1, C4, C4, B2, A1"
Law,Business and Private Law,333,79.62,False,not admitted,"B2, C5, C4, C5, A1"
Allied Health Science,Medical Laboratory Science,130,51.25,False,not admitted,"C6, B3, B3, C4, C4"
Pure and Applied Science,Environmental Management and Toxicology,215,68.88,True,not admitted,"C5, B2, B2, B2, B2"
Allied Health Science,Environmental Health Science,375,81.88,True,not admitted,"C4, B3, C6, C4, B3"
Allied Health Science,Environmental Health Science,124,53.5,True,not admitted,"C5, C5, A1, A1, C5"
Engineering and Technology,Aeronautics and Astronautics Engineering,269,67.62,True,not admitted,"A1, C4, C6, C6, C4"
Education,Early Childhood and Primary Education,149,60.62,True,not admitted,"B3, B2, B3, A1, C4"
Pure and Applied Science,Environmental Management and Toxicology,276,77.5,False,not admitted,"B2, A1, B2, C5, B2"
Arts,"Religions, History and Heritage Studies",367,77.88,True,not admitted,"B2, C4, C6, C5, C6"
Agriculture,Food Science and Technology,286,73.75,False,not admitted,"C6, A1, B3, C5, B2"
Agriculture,Crop Production,159,56.88,True,not admitted,"C5, C4, A1, B2, C6"
Education,Human Kinetic and Health Education,193,59.12,True,not admitted,"C6, C6, C4, B2, B2"
Law,Jurisprudence and Public Law,190,65.75,True,not admitted,"C5, A1, A1, B3, B3"
Allied Health Science,Environmental Health Science,128,55.0,True,not admitted,"C5, B3, C6, A1, A1"
Management and Social Sciences,Accounting and Finance,205,64.62,False,not admitted,"B3, B2, A1, C4, C6"
Pure and Applied Science,Biochemistry,377,88.12,True,not admitted,"B3, C5, B3, B2, A1"
Education,Early Childhood and Primary Education,320,78.0,True,not admitted,"B2, B3, C4, C4, C4"
Agriculture,"Animal Production, Fisheries and Aquaculture",236,69.5,True,not admitted,"B2, C6, B2, C4, A1"
Information and Communication Technology,Computer Science,278,71.75,True,not admitted,"C5, A1, B3, B3, C6"
Information and Communication Technology,Computer Science,190,62.75,False,not admitted,"A1, C4, C4, B2, C5"
Information and Communication Technology,Mass Communication,194,56.25,True,not admitted,"C6, C5, C6, B2, C4"
Education,Business and Entrepreneurship Education,294,73.75,True,not admitted,"A1, C4, C6, C4, B3"
Information and Communication Technology,Library and Information Science,267,73.38,True,not admitted,"C5, B2, C4, B3, A1"
Information and Communication Technology,Library and Information Science,322,77.25,True,not admitted,"C5, C6, B3, B2, B2"
Agriculture,Food Science and Technology,373,84.62,True,not admitted,"C6, B2, A1, C6, B2"
Management and Social Sciences,Politics and Governance,206,64.75,True,not admitted,"B3, B2, A1, C5, C5"
Law,Common Law,332,82.5,True,not admitted,"C6, C4, A1, B2, A1"
Information and Communication Technology,Library and Information Science,173,60.62,True,not admitted,"C6, B3, B2, B2, B3"
Education,Educational Management,122,48.25,True,not admitted,"C6, C6, B2, B2, C6"
Engineering and Technology,Electrical and Computer Engineering,398,90.75,True,not admitted,"C4, A1, A1, C6, B2"
Law,Business and Private Law,326,74.75,True,not admitted,"C4, C4, B3, C6, C4"
Arts,Performing Arts and Film Studies,130,48.25,True,not admitted,"C4, C5, C6, C4, C4"
Education,Arts and Science Education,306,77.25,True,not admitted,"C5, C4, B3, B3, A1"
Pure and Applied Science,"Chemical, Geological and Physical Sciences",179,60.38,True,not admitted,"C5, C5, A1, C4, B2"
Agriculture,Crop Production,363,84.38,True,not admitted,"C5, A1, C4, C4, B2"
Engineering and Technology,Aeronautics and Astronautics Engineering,364,80.5,True,not admitted,"C5, B3, C4, B3, C5"
Education,Human Kinetic and Health Education,275,76.38,False,not admitted,"B3, C6, A1, B2, A1"
Arts,Performing Arts and Film Studies,122,55.25,True,not admitted,"C6, A1, B3, B2, B3"
Education,Educational Management,175,56.88,True,not admitted,"C6, C6, B2, B2, C4"
Engineering and Technology,Materials Science and Engineering,264,65.0,True,not admitted,"B3, C4, C4, C6, C6"
Management and Social Sciences,Politics and Governance,128,51.0,True,not admitted,"C6, B2, C5, B2, C5"
Allied Health Science,Medical Laboratory Science,196,58.5,True,not admitted,"C5, C5, A1, C6, C4"
Information and Communication Technology,Mass Communication,179,55.38,False,not admitted,"C4, C4, C5, C6, B3"
Arts,English Language and Linguistics,171,62.38,True,not admitted,"C6, C4, A1, B2, A1"
Allied Health Science,Environmental Health Science,248,68.0,False,not admitted,"B3, B3, B2, C6, C4"
Allied Health Science,Medical Laboratory Science,142,50.75,True,not admitted,"C5, B3, C6, C4, C4"
Pure and Applied Science,"Chemical, Geological and Physical Sciences",191,63.88,True,not admitted,"B3, B2, A1, B3, C6"
Engineering and Technology,Civil and Environmental Engineering,137,63.12,False,not admitted,"A1, A1, C5, A1, A1"
Education,Human Kinetic and Health Education,240,68.0,True,not admitted,"C5, C5, B3, A1, B3"
Law,Jurisprudence and Public Law,278,63.75,False,not admitted,"C6, C6, C6, C4, C4"
Allied Health Science,Medical Laboratory Science,177,63.12,True,not admitted,"B3, B2, A1, C6, B2"
Education,Business and Entrepreneurship Education,245,71.62,False,not admitted,"C4, B3, C5, A1, A1"
Agriculture,Agricultural Economics and Extension Services,179,56.38,True,not admitted,"B2, C6, C6, C4, B3"
Law,Common Law,143,53.88,True,not admitted,"C5, C4, C6, B2, B2"
Management and Social Sciences,Politics and Governance,232,66.0,True,not admitted,"B2, B3, C6, B3, C4"
Education,Business and Entrepreneurship Education,357,81.62,False,not admitted,"A1, C5, C4, B3, C5"
Education,Educational Management,122,54.25,True,not admitted,"A1, A1, B3, C5, C6"
Information and Communication Technology,Library and Information Science,132,54.5,True,not admitted,"C5, B2, C6, A1, B3"
Information and Communication Technology,Mass Communication,394,86.25,True,not admitted,"A1, C5, C5, B3, C4"
Arts,English Language and Linguistics,375,90.88,True,not admitted,"A1, A1, C5, B2, B2"
Agriculture,Agricultural Economics and Extension Services,146,57.25,False,not admitted,"B2, A1, C4, C4, C5"
Arts,"Religions, History and Heritage Studies",343,75.88,False,not admitted,"C5, B3, C4, C6, C4"
Arts,English Language and Linguistics,160,54.0,True,not admitted,"B2, C4, C4, C5, C6"
Law,Business and Private Law,156,57.5,True,not admitted,"B3, C6, A1, C4, B3"
Management and Social Sciences,Politics and Governance,268,73.5,True,not admitted,"B2, C4, B3, C5, A1"
Agriculture,Crop Production,346,76.25,False,not admitted,"B3, C6, B2, C5, C6"
Pure and Applied Science,Microbiology,265,69.12,True,not admitted,"A1, C6, C4, C6, B2"
Management and Social Sciences,Accounting and Finance,193,61.12,True,not admitted,"B2, B2, C4, C6, C4"
Management and Social Sciences,Politics and Governance,224,62.0,True,not admitted,"B2, C4, B3, C6, C6"
Agriculture,Crop Production,220,62.5,False,not admitted,"B2, C5, B3, C5, C5"
Arts,Arabic and French,194,57.25,False,not admitted,"C5, C4, B3, C6, C4"
Engineering and Technology,Civil and Environmental Engineering,222,62.75,True,not admitted,"B3, C4, C4, B3, C6"
Allied Health Science,Public Health,328,76.0,True,not admitted,"C4, C6, C5, C4, A1"
Law,Common Law,232,64.0,True,not admitted,"B3, B3, C5, C5, C4"
Agriculture,"Animal Production, Fisheries and Aquaculture",389,91.62,False,not admitted,"B3, B2, B2, B2, B3"
Allied Health Science,Environmental Health Science,299,79.38,True,not admitted,"C6, A1, B3, A1, B2"
Engineering and Technology,Electrical and Computer Engineering,339,78.38,True,not admitted,"B3, C5, B3, B2, C6"
Law,Common Law,177,62.12,True,not admitted,"A1, B3, C5, B3, B3"
Information and Communication Technology,Mass Communication,185,57.12,True,not admitted,"C4, A1, C5, C6, C5"
Information and Communication Technology,Mass Communication,147,53.38,True,not admitted,"C5, B2, C4, C6, B3"
Information and Communication Technology,Mass Communication,315,76.38,True,not admitted,"C6, B3, B3, C4, B2"
Law,Jurisprudence and Public Law,353,84.12,True,not admitted,"A1, A1, C6, B2, C5"
Engineering and Technology,Food and Agricultural Engineering,173,66.62,False,not admitted,"A1, C5, A1, A1, B2"
Law,Common Law,215,68.88,True,not admitted,"A1, C5, B2, C4, A1"
Arts,Fine and Applied Arts,303,72.88,False,not admitted,"C4, C6, B3, C4, B3"
Law,Common Law,328,81.0,True,not admitted,"C6, B2, B3, B2, B2"
Education,Business and Entrepreneurship Education,263,68.88,True,not admitted,"A1, C5, C6, C6, A1"
Agriculture,Crop Production,236,72.5,False,not admitted,"B3, B2, C5, A1, A1"
Information and Communication Technology,Mass Communication,239,72.88,True,not admitted,"A1, C4, B2, B2, B3"
Allied Health Science,Medical Laboratory Science,143,56.88,True,not admitted,"C6, B2, B2, C5, A1"
Management and Social Sciences,Politics and Governance,176,65.0,False,not admitted,"C5, B3, A1, A1, B2"
Law,Jurisprudence and Public Law,242,73.25,True,not admitted,"B2, A1, B3, C4, B2"
Arts,"Religions, History and Heritage Studies",259,65.38,False,not admitted,"C4, C5, C5, C5, B3"
Information and Communication Technology,Library and Information Science,243,69.38,False,not admitted,"B2, C5, C5, B2, B2"
Law,Business and Private Law,377,89.12,True,not admitted,"B3, A1, A1, B2, C6"
Allied Health Science,Environmental Health Science,303,74.88,True,not admitted,"B3, B2, B3, C6, C4"
Law,Jurisprudence and Public Law,261,67.62,False,not admitted,"B2, C5, C4, C4, C5"
Agriculture,Food Science and Technology,326,79.75,False,not admitted,"A1, B2, C6, B2, C5"
Arts,"Religions, History and Heritage Studies",229,67.62,False,not admitted,"B3, B3, A1, B3, C6"
Arts,English Language and Linguistics,380,82.5,False,not admitted,"C5, C6, A1, B3, C5"
Education,Early Childhood and Primary Education,279,69.88,True,not admitted,"C6, C5, B3, A1, C5"
Law,Jurisprudence and Public Law,371,83.38,True,not admitted,"B2, B3, C6, A1, C6"
Pure and Applied Science,Mathematics and Statistics,216,70.0,False,not admitted,"A1, B3, A1, B3, C4"
Management and Social Sciences,Tourism and Hospitality Management,236,63.5,True,not admitted,"B3, C5, C4, C5, C4"
Information and Communication Technology,Mass Communication,265,76.12,True,not admitted,"C5, A1, B3, B2, A1"
Management and Social Sciences,Business and Entrepreneurship,364,85.5,False,not admitted,"A1, B2, B2, C6, C4"
Information and Communication Technology,Library and Information Science,346,77.25,True,not admitted,"C4, C4, C5, C5, B3"
Information and Communication Technology,Mass Communication,183,58.88,True,not admitted,"B2, B3, C4, C5, C5"
Law,Common Law,345,84.12,True,not admitted,"B2, A1, A1, C5, C5"
Arts,"Religions, History and Heritage Studies",189,63.62,True,not admitted,"B3, C4, B2, C5, A1"
Pure and Applied Science,Mathematics and Statistics,164,51.5,True,not admitted,"C6, B3, C6, B3, C6"
Allied Health Science,Environmental Health Science,216,66.0,False,not admitted,"C5, C5, B3, A1, B2"
Allied Health Science,Public Health,122,60.25,True,not admitted,"A1, A1, B2, B3, B3"
Allied Health Science,Public Health,269,73.62,True,not admitted,"A1, C6, C5, B2, A1"
Education,Educational Management,374,75.75,True,not admitted,"C6, C5, C5, C4, C6"
Law,Business and Private Law,328,76.0,False,not admitted,"C4, C4, C6, C4, B2"
Management and Social Sciences,Tourism and Hospitality Management,192,56.0,True,not admitted,"C5, C4, C4, C4, C6"
Law,Business and Private Law,226,62.25,True,not admitted,"C4, A1, C5, C5, C6"
Arts,"Religions, History and Heritage Studies",121,53.12,True,not admitted,"A1, C5, C6, B2, B3"
Arts,English Language and Linguistics,141,49.62,False,not admitted,"C5, C4, C6, B3, C5"
Allied Health Science,Environmental Health Science,399,84.88,False,not admitted,"C4, B2, C5, B3, C6"
Arts,English Language and Linguistics,148,53.5,True,not admitted,"C5, C4, C4, B2, C5"
Agriculture,Agricultural Economics and Extension Services,354,71.25,True,not admitted,"C6, C6, C6, C6, C4"
Allied Health Science,Medical Laboratory Science,314,68.25,True,not admitted,"C6, C6, C6, C5, B3"
Education,Human Kinetic and Health Education,133,50.62,True,not admitted,"C6, C4, C4, C5, B2"
Engineering and Technology,Aeronautics and Astronautics Engineering,120,51.0,True,not admitted,"C6, C4, A1, C5, B3"
